timepoint_idx,timestamp,rep,scale_factor,exp_val
3,2026-04-23T18:07:23.436970+00:00,2,5.0,0.080078125
3,2026-04-23T18:07:23.436970+00:00,3,1.0,0.46875
3,2026-04-23T18:07:23.436970+00:00,3,3.0,0.12841796875
3,2026-04-23T18:07:23.436970+00:00,3,5.0,0.08984375
3,2026-04-23T18:07:23.436970+00:00,4,1.0,0.47998046875
3,2026-04-23T18:07:23.436970+00:00,4,3.0,0.1630859375
3,2026-04-23T18:07:23.436970+00:00,4,5.0,0.08203125
3,2026-04-23T18:07:23.436970+00:00,5,1.0,0.501953125
3,2026-04-23T18:07:23.436970+00:00,5,3.0,0.17822265625
3,2026-04-23T18:07:23.436970+00:00,5,5.0,0.1103515625
3,2026-04-23T18:07:23.436970+00:00,6,1.0,0.478515625
3,2026-04-23T18:07:23.436970+00:00,6,3.0,0.18359375
3,2026-04-23T18:07:23.436970+00:00,6,5.0,0.10693359375
3,2026-04-23T18:07:23.436970+00:00,7,1.0,0.47900390625
3,2026-04-23T18:07:23.436970+00:00,7,3.0,0.169921875
3,2026-04-23T18:07:23.436970+00:00,7,5.0,0.0751953125
3,2026-04-23T18:07:23.436970+00:00,8,1.0,0.51171875
3,2026-04-23T18:07:23.436970+00:00,8,3.0,0.19189453125
3,2026-04-23T18:07:23.436970+00:00,8,5.0,0.09228515625
3,2026-04-23T18:07:23.436970+00:00,9,1.0,0.46240234375
3,2026-04-23T18:07:23.436970+00:00,9,3.0,0.18017578125
3,2026-04-23T18:07:23.436970+00:00,9,5.0,0.06396484375
4,2026-04-23T18:37:23.537280+00:00,0,1.0,0.5673828125
4,2026-04-23T18:37:23.537280+00:00,0,3.0,0.2109375
4,2026-04-23T18:37:23.537280+00:00,0,5.0,0.15185546875
4,2026-04-23T18:37:23.537280+00:00,1,1.0,0.58544921875
4,2026-04-23T18:37:23.537280+00:00,1,3.0,0.22802734375
4,2026-04-23T18:37:23.537280+00:00,1,5.0,0.1201171875
4,2026-04-23T18:37:23.537280+00:00,2,1.0,0.54345703125
4,2026-04-23T18:37:23.537280+00:00,2,3.0,0.20556640625
4,2026-04-23T18:37:23.537280+00:00,2,5.0,0.111328125
4,2026-04-23T18:37:23.537280+00:00,3,1.0,0.5546875
4,2026-04-23T18:37:23.537280+00:00,3,3.0,0.2255859375
4,2026-04-23T18:37:23.537280+00:00,3,5.0,0.12451171875
4,2026-04-23T18:37:23.537280+00:00,4,1.0,0.544921875
4,2026-04-23T18:37:23.537280+00:00,4,3.0,0.21875
4,2026-04-23T18:37:23.537280+00:00,4,5.0,0.10302734375
4,2026-04-23T18:37:23.537280+00:00,5,1.0,0.5546875
4,2026-04-23T18:37:23.537280+00:00,5,3.0,0.20703125
4,2026-04-23T18:37:23.537280+00:00,5,5.0,0.1044921875
4,2026-04-23T18:37:23.537280+00:00,6,1.0,0.52783203125
4,2026-04-23T18:37:23.537280+00:00,6,3.0,0.19970703125
4,2026-04-23T18:37:23.537280+00:00,6,5.0,0.1318359375
4,2026-04-23T18:37:23.537280+00:00,7,1.0,0.5673828125
4,2026-04-23T18:37:23.537280+00:00,7,3.0,0.208984375
4,2026-04-23T18:37:23.537280+00:00,7,5.0,0.12109375
4,2026-04-23T18:37:23.537280+00:00,8,1.0,0.54541015625
4,2026-04-23T18:37:23.537280+00:00,8,3.0,0.21728515625
4,2026-04-23T18:37:23.537280+00:00,8,5.0,0.0947265625
4,2026-04-23T18:37:23.537280+00:00,9,1.0,0.55029296875
4,2026-04-23T18:37:23.537280+00:00,9,3.0,0.2109375
4,2026-04-23T18:37:23.537280+00:00,9,5.0,0.126953125
5,2026-04-23T19:07:23.637585+00:00,0,1.0,0.6171875
5,2026-04-23T19:07:23.637585+00:00,0,3.0,0.28125
5,2026-04-23T19:07:23.637585+00:00,0,5.0,0.13330078125
5,2026-04-23T19:07:23.637585+00:00,1,1.0,0.6181640625
5,2026-04-23T19:07:23.637585+00:00,1,3.0,0.25048828125
5,2026-04-23T19:07:23.637585+00:00,1,5.0,0.10498046875
5,2026-04-23T19:07:23.637585+00:00,2,1.0,0.61767578125
5,2026-04-23T19:07:23.637585+00:00,2,3.0,0.208984375
5,2026-04-23T19:07:23.637585+00:00,2,5.0,0.103515625
5,2026-04-23T19:07:23.637585+00:00,3,1.0,0.6181640625
5,2026-04-23T19:07:23.637585+00:00,3,3.0,0.2685546875
5,2026-04-23T19:07:23.637585+00:00,3,5.0,0.12158203125
5,2026-04-23T19:07:23.637585+00:00,4,1.0,0.6201171875
5,2026-04-23T19:07:23.637585+00:00,4,3.0,0.2431640625
5,2026-04-23T19:07:23.637585+00:00,4,5.0,0.08984375
5,2026-04-23T19:07:23.637585+00:00,5,1.0,0.6181640625
5,2026-04-23T19:07:23.637585+00:00,5,3.0,0.22216796875
5,2026-04-23T19:07:23.637585+00:00,5,5.0,0.11865234375
5,2026-04-23T19:07:23.637585+00:00,6,1.0,0.61767578125
5,2026-04-23T19:07:23.637585+00:00,6,3.0,0.2255859375
5,2026-04-23T19:07:23.637585+00:00,6,5.0,0.1015625
5,2026-04-23T19:07:23.637585+00:00,7,1.0,0.63916015625
5,2026-04-23T19:07:23.637585+00:00,7,3.0,0.24951171875
5,2026-04-23T19:07:23.637585+00:00,7,5.0,0.13427734375
5,2026-04-23T19:07:23.637585+00:00,8,1.0,0.60546875
5,2026-04-23T19:07:23.637585+00:00,8,3.0,0.259765625
5,2026-04-23T19:07:23.637585+00:00,8,5.0,0.138671875
5,2026-04-23T19:07:23.637585+00:00,9,1.0,0.6337890625
5,2026-04-23T19:07:23.637585+00:00,9,3.0,0.2490234375
5,2026-04-23T19:07:23.637585+00:00,9,5.0,0.08740234375
6,2026-04-23T19:37:23.737884+00:00,0,1.0,0.61865234375
6,2026-04-23T19:37:23.737884+00:00,0,3.0,0.25439453125
6,2026-04-23T19:37:23.737884+00:00,0,5.0,0.1162109375
6,2026-04-23T19:37:23.737884+00:00,1,1.0,0.63037109375
6,2026-04-23T19:37:23.737884+00:00,1,3.0,0.25390625
6,2026-04-23T19:37:23.737884+00:00,1,5.0,0.146484375
6,2026-04-23T19:37:23.737884+00:00,2,1.0,0.5888671875
6,2026-04-23T19:37:23.737884+00:00,2,3.0,0.26904296875
6,2026-04-23T19:37:23.737884+00:00,2,5.0,0.1337890625
6,2026-04-23T19:37:23.737884+00:00,3,1.0,0.62158203125
6,2026-04-23T19:37:23.737884+00:00,3,3.0,0.25390625
6,2026-04-23T19:37:23.737884+00:00,3,5.0,0.1416015625
6,2026-04-23T19:37:23.737884+00:00,4,1.0,0.6044921875
6,2026-04-23T19:37:23.737884+00:00,4,3.0,0.23291015625
6,2026-04-23T19:37:23.737884+00:00,4,5.0,0.15283203125
6,2026-04-23T19:37:23.737884+00:00,5,1.0,0.6083984375
6,2026-04-23T19:37:23.737884+00:00,5,3.0,0.25830078125
6,2026-04-23T19:37:23.737884+00:00,5,5.0,0.14306640625
6,2026-04-23T19:37:23.737884+00:00,6,1.0,0.62451171875
6,2026-04-23T19:37:23.737884+00:00,6,3.0,0.25537109375
6,2026-04-23T19:37:23.737884+00:00,6,5.0,0.1123046875
6,2026-04-23T19:37:23.737884+00:00,7,1.0,0.5771484375
6,2026-04-23T19:37:23.737884+00:00,7,3.0,0.248046875
6,2026-04-23T19:37:23.737884+00:00,7,5.0,0.13916015625
6,2026-04-23T19:37:23.737884+00:00,8,1.0,0.59814453125
6,2026-04-23T19:37:23.737884+00:00,8,3.0,0.26904296875
6,2026-04-23T19:37:23.737884+00:00,8,5.0,0.11474609375
6,2026-04-23T19:37:23.737884+00:00,9,1.0,0.6279296875
6,2026-04-23T19:37:23.737884+00:00,9,3.0,0.25927734375
6,2026-04-23T19:37:23.737884+00:00,9,5.0,0.15673828125
7,2026-04-23T20:07:23.838185+00:00,0,1.0,0.60693359375
7,2026-04-23T20:07:23.838185+00:00,0,3.0,0.2216796875
7,2026-04-23T20:07:23.838185+00:00,0,5.0,0.125
7,2026-04-23T20:07:23.838185+00:00,1,1.0,0.587890625
7,2026-04-23T20:07:23.838185+00:00,1,3.0,0.24951171875
7,2026-04-23T20:07:23.838185+00:00,1,5.0,0.1259765625
7,2026-04-23T20:07:23.838185+00:00,2,1.0,0.5986328125
7,2026-04-23T20:07:23.838185+00:00,2,3.0,0.25390625
7,2026-04-23T20:07:23.838185+00:00,2,5.0,0.1279296875
7,2026-04-23T20:07:23.838185+00:00,3,1.0,0.5927734375
7,2026-04-23T20:07:23.838185+00:00,3,3.0,0.23291015625
7,2026-04-23T20:07:23.838185+00:00,3,5.0,0.12255859375
7,2026-04-23T20:07:23.838185+00:00,4,1.0,0.57958984375
7,2026-04-23T20:07:23.838185+00:00,4,3.0,0.23095703125
7,2026-04-23T20:07:23.838185+00:00,4,5.0,0.11865234375
7,2026-04-23T20:07:23.838185+00:00,5,1.0,0.595703125
7,2026-04-23T20:07:23.838185+00:00,5,3.0,0.2109375
7,2026-04-23T20:07:23.838185+00:00,5,5.0,0.1240234375
7,2026-04-23T20:07:23.838185+00:00,6,1.0,0.578125
7,2026-04-23T20:07:23.838185+00:00,6,3.0,0.22412109375
7,2026-04-23T20:07:23.838185+00:00,6,5.0,0.12841796875
7,2026-04-23T20:07:23.838185+00:00,7,1.0,0.57861328125
7,2026-04-23T20:07:23.838185+00:00,7,3.0,0.25
7,2026-04-23T20:07:23.838185+00:00,7,5.0,0.1376953125
7,2026-04-23T20:07:23.838185+00:00,8,1.0,0.59521484375
7,2026-04-23T20:07:23.838185+00:00,8,3.0,0.23828125
7,2026-04-23T20:07:23.838185+00:00,8,5.0,0.13427734375
7,2026-04-23T20:07:23.838185+00:00,9,1.0,0.57373046875
7,2026-04-23T20:07:23.838185+00:00,9,3.0,0.228515625
7,2026-04-23T20:07:23.838185+00:00,9,5.0,0.13818359375
8,2026-04-23T20:37:23.938478+00:00,0,1.0,0.54345703125
8,2026-04-23T20:37:23.938478+00:00,0,3.0,0.1943359375
8,2026-04-23T20:37:23.938478+00:00,0,5.0,0.12744140625
8,2026-04-23T20:37:23.938478+00:00,1,1.0,0.5234375
8,2026-04-23T20:37:23.938478+00:00,1,3.0,0.22412109375
8,2026-04-23T20:37:23.938478+00:00,1,5.0,0.1201171875
8,2026-04-23T20:37:23.938478+00:00,2,1.0,0.5400390625
8,2026-04-23T20:37:23.938478+00:00,2,3.0,0.18896484375
8,2026-04-23T20:37:23.938478+00:00,2,5.0,0.1064453125
8,2026-04-23T20:37:23.938478+00:00,3,1.0,0.55126953125
8,2026-04-23T20:37:23.938478+00:00,3,3.0,0.203125
8,2026-04-23T20:37:23.938478+00:00,3,5.0,0.09228515625
8,2026-04-23T20:37:23.938478+00:00,4,1.0,0.5205078125
8,2026-04-23T20:37:23.938478+00:00,4,3.0,0.21337890625
8,2026-04-23T20:37:23.938478+00:00,4,5.0,0.1220703125
8,2026-04-23T20:37:23.938478+00:00,5,1.0,0.5537109375
8,2026-04-23T20:37:23.938478+00:00,5,3.0,0.20703125
8,2026-04-23T20:37:23.938478+00:00,5,5.0,0.11474609375
8,2026-04-23T20:37:23.938478+00:00,6,1.0,0.5615234375
8,2026-04-23T20:37:23.938478+00:00,6,3.0,0.21337890625
8,2026-04-23T20:37:23.938478+00:00,6,5.0,0.12744140625
8,2026-04-23T20:37:23.938478+00:00,7,1.0,0.55126953125
8,2026-04-23T20:37:23.938478+00:00,7,3.0,0.21923828125
8,2026-04-23T20:37:23.938478+00:00,7,5.0,0.09130859375
8,2026-04-23T20:37:23.938478+00:00,8,1.0,0.5546875
8,2026-04-23T20:37:23.938478+00:00,8,3.0,0.18017578125
8,2026-04-23T20:37:23.938478+00:00,8,5.0,0.10888671875
8,2026-04-23T20:37:23.938478+00:00,9,1.0,0.56982421875
8,2026-04-23T20:37:23.938478+00:00,9,3.0,0.201171875
8,2026-04-23T20:37:23.938478+00:00,9,5.0,0.1015625
9,2026-04-23T21:07:24.038650+00:00,0,1.0,0.58056640625
9,2026-04-23T21:07:24.038650+00:00,0,3.0,0.24658203125
9,2026-04-23T21:07:24.038650+00:00,0,5.0,0.1279296875
9,2026-04-23T21:07:24.038650+00:00,1,1.0,0.603515625
9,2026-04-23T21:07:24.038650+00:00,1,3.0,0.24658203125
9,2026-04-23T21:07:24.038650+00:00,1,5.0,0.142578125
9,2026-04-23T21:07:24.038650+00:00,2,1.0,0.61328125
9,2026-04-23T21:07:24.038650+00:00,2,3.0,0.2109375
9,2026-04-23T21:07:24.038650+00:00,2,5.0,0.12158203125
9,2026-04-23T21:07:24.038650+00:00,3,1.0,0.599609375
9,2026-04-23T21:07:24.038650+00:00,3,3.0,0.23681640625
9,2026-04-23T21:07:24.038650+00:00,3,5.0,0.11962890625
9,2026-04-23T21:07:24.038650+00:00,4,1.0,0.6259765625
9,2026-04-23T21:07:24.038650+00:00,4,3.0,0.22998046875
9,2026-04-23T21:07:24.038650+00:00,4,5.0,0.13037109375
9,2026-04-23T21:07:24.038650+00:00,5,1.0,0.58740234375
9,2026-04-23T21:07:24.038650+00:00,5,3.0,0.24755859375
9,2026-04-23T21:07:24.038650+00:00,5,5.0,0.111328125
9,2026-04-23T21:07:24.038650+00:00,6,1.0,0.603515625
9,2026-04-23T21:07:24.038650+00:00,6,3.0,0.26513671875
9,2026-04-23T21:07:24.038650+00:00,6,5.0,0.1328125
9,2026-04-23T21:07:24.038650+00:00,7,1.0,0.61767578125
9,2026-04-23T21:07:24.038650+00:00,7,3.0,0.24755859375
9,2026-04-23T21:07:24.038650+00:00,7,5.0,0.14990234375
9,2026-04-23T21:07:24.038650+00:00,8,1.0,0.5908203125
9,2026-04-23T21:07:24.038650+00:00,8,3.0,0.24072265625
9,2026-04-23T21:07:24.038650+00:00,8,5.0,0.15283203125
9,2026-04-23T21:07:24.038650+00:00,9,1.0,0.5849609375
9,2026-04-23T21:07:24.038650+00:00,9,3.0,0.21826171875
9,2026-04-23T21:07:24.038650+00:00,9,5.0,0.11767578125
10,2026-04-23T21:37:24.138825+00:00,0,1.0,0.57666015625
10,2026-04-23T21:37:24.138825+00:00,0,3.0,0.22900390625
10,2026-04-23T21:37:24.138825+00:00,0,5.0,0.1357421875
10,2026-04-23T21:37:24.138825+00:00,1,1.0,0.5986328125
10,2026-04-23T21:37:24.138825+00:00,1,3.0,0.23583984375
10,2026-04-23T21:37:24.138825+00:00,1,5.0,0.14794921875
10,2026-04-23T21:37:24.138825+00:00,2,1.0,0.58203125
10,2026-04-23T21:37:24.138825+00:00,2,3.0,0.236328125
10,2026-04-23T21:37:24.138825+00:00,2,5.0,0.1259765625
10,2026-04-23T21:37:24.138825+00:00,3,1.0,0.5859375
10,2026-04-23T21:37:24.138825+00:00,3,3.0,0.240234375
10,2026-04-23T21:37:24.138825+00:00,3,5.0,0.1083984375
10,2026-04-23T21:37:24.138825+00:00,4,1.0,0.572265625
10,2026-04-23T21:37:24.138825+00:00,4,3.0,0.2373046875
10,2026-04-23T21:37:24.138825+00:00,4,5.0,0.10400390625
10,2026-04-23T21:37:24.138825+00:00,5,1.0,0.58056640625
10,2026-04-23T21:37:24.138825+00:00,5,3.0,0.22802734375
10,2026-04-23T21:37:24.138825+00:00,5,5.0,0.1357421875
10,2026-04-23T21:37:24.138825+00:00,6,1.0,0.58544921875
10,2026-04-23T21:37:24.138825+00:00,6,3.0,0.220703125
10,2026-04-23T21:37:24.138825+00:00,6,5.0,0.1298828125
10,2026-04-23T21:37:24.138825+00:00,7,1.0,0.6162109375
10,2026-04-23T21:37:24.138825+00:00,7,3.0,0.20849609375
10,2026-04-23T21:37:24.138825+00:00,7,5.0,0.10107421875
10,2026-04-23T21:37:24.138825+00:00,8,1.0,0.5908203125
10,2026-04-23T21:37:24.138825+00:00,8,3.0,0.2177734375
10,2026-04-23T21:37:24.138825+00:00,8,5.0,0.13916015625
10,2026-04-23T21:37:24.138825+00:00,9,1.0,0.6005859375
10,2026-04-23T21:37:24.138825+00:00,9,3.0,0.2216796875
10,2026-04-23T21:37:24.138825+00:00,9,5.0,0.142578125
11,2026-04-23T22:07:24.213137+00:00,0,1.0,0.58935546875
11,2026-04-23T22:07:24.213137+00:00,0,3.0,0.2216796875
11,2026-04-23T22:07:24.213137+00:00,0,5.0,0.125
11,2026-04-23T22:07:24.213137+00:00,1,1.0,0.57666015625
11,2026-04-23T22:07:24.213137+00:00,1,3.0,0.24072265625
11,2026-04-23T22:07:24.213137+00:00,1,5.0,0.1357421875
11,2026-04-23T22:07:24.213137+00:00,2,1.0,0.5712890625
11,2026-04-23T22:07:24.213137+00:00,2,3.0,0.23046875
11,2026-04-23T22:07:24.213137+00:00,2,5.0,0.140625
11,2026-04-23T22:07:24.213137+00:00,3,1.0,0.56787109375
11,2026-04-23T22:07:24.213137+00:00,3,3.0,0.21337890625
11,2026-04-23T22:07:24.213137+00:00,3,5.0,0.15478515625
11,2026-04-23T22:07:24.213137+00:00,4,1.0,0.59619140625
11,2026-04-23T22:07:24.213137+00:00,4,3.0,0.23095703125
11,2026-04-23T22:07:24.213137+00:00,4,5.0,0.1416015625
11,2026-04-23T22:07:24.213137+00:00,5,1.0,0.58349609375
11,2026-04-23T22:07:24.213137+00:00,5,3.0,0.21728515625
11,2026-04-23T22:07:24.213137+00:00,5,5.0,0.154296875
11,2026-04-23T22:07:24.213137+00:00,6,1.0,0.59228515625
11,2026-04-23T22:07:24.213137+00:00,6,3.0,0.193359375
11,2026-04-23T22:07:24.213137+00:00,6,5.0,0.150390625
11,2026-04-23T22:07:24.213137+00:00,7,1.0,0.5908203125
11,2026-04-23T22:07:24.213137+00:00,7,3.0,0.23828125
11,2026-04-23T22:07:24.213137+00:00,7,5.0,0.14111328125
11,2026-04-23T22:07:24.213137+00:00,8,1.0,0.58935546875
11,2026-04-23T22:07:24.213137+00:00,8,3.0,0.20458984375
11,2026-04-23T22:07:24.213137+00:00,8,5.0,0.146484375
11,2026-04-23T22:07:24.213137+00:00,9,1.0,0.57666015625
11,2026-04-23T22:07:24.213137+00:00,9,3.0,0.23681640625
11,2026-04-23T22:07:24.213137+00:00,9,5.0,0.12548828125
12,2026-04-23T22:37:24.313439+00:00,0,1.0,0.5947265625
12,2026-04-23T22:37:24.313439+00:00,0,3.0,0.216796875
12,2026-04-23T22:37:24.313439+00:00,0,5.0,0.15576171875
12,2026-04-23T22:37:24.313439+00:00,1,1.0,0.58740234375
12,2026-04-23T22:37:24.313439+00:00,1,3.0,0.24560546875
12,2026-04-23T22:37:24.313439+00:00,1,5.0,0.15771484375
12,2026-04-23T22:37:24.313439+00:00,2,1.0,0.57470703125
12,2026-04-23T22:37:24.313439+00:00,2,3.0,0.2421875
12,2026-04-23T22:37:24.313439+00:00,2,5.0,0.15771484375
12,2026-04-23T22:37:24.313439+00:00,3,1.0,0.59423828125
12,2026-04-23T22:37:24.313439+00:00,3,3.0,0.2470703125
12,2026-04-23T22:37:24.313439+00:00,3,5.0,0.18115234375
12,2026-04-23T22:37:24.313439+00:00,4,1.0,0.57275390625
12,2026-04-23T22:37:24.313439+00:00,4,3.0,0.21630859375
12,2026-04-23T22:37:24.313439+00:00,4,5.0,0.1298828125
12,2026-04-23T22:37:24.313439+00:00,5,1.0,0.61181640625
12,2026-04-23T22:37:24.313439+00:00,5,3.0,0.21435546875
12,2026-04-23T22:37:24.313439+00:00,5,5.0,0.115234375
12,2026-04-23T22:37:24.313439+00:00,6,1.0,0.576171875
12,2026-04-23T22:37:24.313439+00:00,6,3.0,0.22802734375
12,2026-04-23T22:37:24.313439+00:00,6,5.0,0.13330078125
12,2026-04-23T22:37:24.313439+00:00,7,1.0,0.5927734375
12,2026-04-23T22:37:24.313439+00:00,7,3.0,0.24072265625
12,2026-04-23T22:37:24.313439+00:00,7,5.0,0.12744140625
12,2026-04-23T22:37:24.313439+00:00,8,1.0,0.5859375
12,2026-04-23T22:37:24.313439+00:00,8,3.0,0.21240234375
12,2026-04-23T22:37:24.313439+00:00,8,5.0,0.16796875
12,2026-04-23T22:37:24.313439+00:00,9,1.0,0.603515625
12,2026-04-23T22:37:24.313439+00:00,9,3.0,0.2353515625
12,2026-04-23T22:37:24.313439+00:00,9,5.0,0.13232421875
13,2026-04-23T23:07:24.413739+00:00,0,1.0,0.58349609375
13,2026-04-23T23:07:24.413739+00:00,0,3.0,0.21240234375
13,2026-04-23T23:07:24.413739+00:00,0,5.0,0.138671875
13,2026-04-23T23:07:24.413739+00:00,1,1.0,0.5673828125
13,2026-04-23T23:07:24.413739+00:00,1,3.0,0.20751953125
13,2026-04-23T23:07:24.413739+00:00,1,5.0,0.10546875
13,2026-04-23T23:07:24.413739+00:00,2,1.0,0.5791015625
13,2026-04-23T23:07:24.413739+00:00,2,3.0,0.2099609375
13,2026-04-23T23:07:24.413739+00:00,2,5.0,0.13037109375
13,2026-04-23T23:07:24.413739+00:00,3,1.0,0.59130859375
13,2026-04-23T23:07:24.413739+00:00,3,3.0,0.20751953125
13,2026-04-23T23:07:24.413739+00:00,3,5.0,0.1220703125
