pdf_file,csv_paper,csv_rating,scan_candidate,match_tier,pattern_name,page,context_snippet
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,strong,plus-minus-value,3,"lifetimes of Finally, we test the sensitivity to drift. Using our 72-qubit proces- all the constituent physical qubits (median, 85 ± 7 μs; best, 119 ± 13 μs) sor, we measure the logical performance of one distance-5 and four by a factor of 2.4 ± 0.3. Our logical memory beyond breakeven extends distanc"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,strong,plus-minus-value,3,"stituent physical qubits (median, 85 ± 7 μs; best, 119 ± 13 μs) sor, we measure the logical performance of one distance-5 and four by a factor of 2.4 ± 0.3. Our logical memory beyond breakeven extends distance-3 codes 16 times over 15 h, and the results are shown in Fig. 2e. previous results using boso"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,strong,plus-minus-value,3,"tential qubit fre- Equipped with below-threshold logical qubits, we can now probe the quency and readout signal drift. We observe an average Λ = 2.18 ± 0.07 sensitivity of logical error to various error mechanisms in this new (standard deviation) and best Λ = 2.31 ± 0.02 (Supplementary Informa- regime."
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,strong,plus-minus-value,3,ft. We observe an average Λ = 2.18 ± 0.07 sensitivity of logical error to various error mechanisms in this new (standard deviation) and best Λ = 2.31 ± 0.02 (Supplementary Informa- regime. We start by testing how logical error scales with physical error tion) when decoding with the neural network. Alth
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,strong,plus-minus-value,4,"f. 37 and subsample lower-distance repetition codes from the distance-29 data. Averaging over bit- and phase-flip repetition codes, we obtain Λ = 8.4 ± 0.1 when fitting logical error per cycle versus code distance between d = 5 and d = 11 (Fig. 3a). Notably, the error per cycle on the 72-qubit processo"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,strong,plus-minus-value,4,"include data from ref. 17 for comparison. b, Example event causing elevated detection probabilities, which decay exponentially with time constant 369 ± 6 μs (grey dashed line). Three consecutive experimental shots are plotted, delimited by the vertical grey lines. The 28 measure qubits are divided into"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,strong,plus-minus-value,5,"that the average decoder latency remains roughly It requires a throughput of less than 1.1 μs per cycle compared with constant at a net average of 63 ± 17 μs independent of the length of the 24 μs per cycle of the neural network26. However, we expect that the experiment (up to 1.1 s), indicating that t"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,strong,plus-minus-value,5,"data, with the results shown in Fig. 4d. the foundation of running large-scale quantum algorithms with error Our real-time decoder achieves ε = 0.35% ± 0.01% and Λ = 2.0 ± 0.1 correction. 5 using a device-data-independent prior. Meanwhile, the neural net- Our error-corrected processors also demonstrate"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,strong,plus-minus-value,5,"ts shown in Fig. 4d. the foundation of running large-scale quantum algorithms with error Our real-time decoder achieves ε = 0.35% ± 0.01% and Λ = 2.0 ± 0.1 correction. 5 using a device-data-independent prior. Meanwhile, the neural net- Our error-corrected processors also demonstrate other key advances"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,strong,plus-minus-value,5,"ata-independent prior. Meanwhile, the neural net- Our error-corrected processors also demonstrate other key advances work decoder achieves ε = 0.269% ± 0.008% and Λ = 2.18 ± 0.09 towards fault-tolerant quantum computing. We achieve repeatable 5 when later decoding offline. The modest reduction in accur"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,strong,plus-minus-value,5,"Meanwhile, the neural net- Our error-corrected processors also demonstrate other key advances work decoder achieves ε = 0.269% ± 0.008% and Λ = 2.18 ± 0.09 towards fault-tolerant quantum computing. We achieve repeatable 5 when later decoding offline. The modest reduction in accuracy performance for mo"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,uncertainty,2,"d, Logical leakage removal qubits at the boundary (green). b, Cumulative distributions of error per cycle, ε, reducing with surface code distance d. Uncertainty on each d error probabilities measured on the 105-qubit processor. Red, Pauli errors for point is less than 7 × 10−5. The symbols match those in c. M"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,uncertainty,4,"=A p(d+1)/2 (one fit parameter, A), restricted to ε > 10−7 and p < 0.3. d, 1/Λ d d det d d det scaling with the injected error. Typical relative fit uncertainty is 2%. Line, fit; 2.2p . To obtain the data in this figure, a 72-qubit processor is used. det"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,uncertainty,5,"the surface code with three decoders. We include the real-time decoder (RT), ensembled matching synthesis (Ens.) and the neural network decoder (NN). Uncertainty on each point is less than 4 × 10−4 (Supplementary Information). To obtain the data in this figure, a 72-qubit processor is used."
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,fluctuation,4,"a transient TLS moving faster than our forecasts, this fluctuation is a c 10–2 10–1 suppressed in the distance-5 code, suggesting that larger codes are d = 3 (ref. 17) less sensitive to component-level fluctuations."
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,fluctuation,4,"is fluctuation is a c 10–2 10–1 suppressed in the distance-5 code, suggesting that larger codes are d = 3 (ref. 17) less sensitive to component-level fluctuations. Moreover, the logical 10–3 d = 5 10–2 error rates of experiments right after drift recalibration are not appre- ciably lower than those just prior,"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,noise-floor,4,"ool for discovering new error experiencing a larger spike in the detection probability; an example is mechanisms in quantum processors at the logical noise floor. However, shown in Fig. 3b. Notably, these anisotropic error bursts are spatially surface codes are larger and sensitive to more errors than repetiti"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,noise-floor,6,"code distance. 25. Arute, F. et al. Quantum supremacy using a programmable superconducting processor. Our repetition code experiments also identify a noise floor at an error Nature 574, 505–510 (2019). rate of 10−10 caused by correlated bursts of errors. Identifying and miti- 26. Bausch, J. et al. Learning hig"
Amin et al. - 2023 - Quantum error mitigation in quantum annealing.pdf,Amin et al.,partial,no,none,,,
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,strong,plus-minus-value,22,"ng (Bharti et al., 2021). If one the product of Pauli strings is a Pauli string up to a keepstheparametersofthePQCθ i fixedandonlyvaries phase factor ±1 or ±ι. Thus, the overlap matrices are the α i , the algorithm can be considered a borderline simply expectation values ⟨ψ∣Pˆ∣ψ⟩ of some Pauli string"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,strong,plus-minus-value,37,"e can now proceed to simu- that create and annihilate electrons at spin-coordinate late more general particle statistics, in particular, hard- x ∈R3×{±1}(JordanandKlein,1927;Jørgensen,2012; core anyons. With “hard-core”, we refer to the Pauli’s k 2 Surján, 2012). The electronic Hamiltonian can then be"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,strong,plus-minus-value,52,"edtogetherusingoperators For every vertex v ∈ V, let us associate a variable x i i AND or conjunction (denoted by ∧), NOT or negation whichtakesvalues±1.GivenanarbitrarycutK∪K¯ =V, (denoted by ¬), and OR or disjunction (denoted by ∨). let us define x =1 if v ∈K and −1 otherwise. Then, the i i These co"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,strong,variance-reported,17,"strategy annealing. i would allocate equal numbers of shots per term, the In QA, one utilises quantum-mechanical fluctuations, authors observed lower variance in the energies using like quantum tunnelling, to explore the solution space. weighted approaches in which the number of shots al- Thisisanalogoustot"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,strong,variance-reported,27,"27 noiseandthesecondterm(lossterm)inEq.(52)iszero, mean and variance σ2 = E(δˆ2) = σ2/N. Here, σ2 is 0 0 resulting in pure unitary dynamics. When λ=1, the ac- the single-shot variance. Given a set of m scaling pa- tual"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,strong,variance-reported,27,"lossterm)inEq.(52)iszero, mean and variance σ2 = E(δˆ2) = σ2/N. Here, σ2 is 0 0 resulting in pure unitary dynamics. When λ=1, the ac- the single-shot variance. Given a set of m scaling pa- tual quantum device loss rate is matched. In summary, rameters λ={λ ,λ ,⋯,λ } with λ ≥1, and the corre- 1 2 m j ZNE inv"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,strong,variance-reported,27,"ke a number of measurements ZNEisnothingbuttobuildagoodestimatorEˆ[µ(0)]for E[µ(λj)] for λ≥1. E[µ(0)] such that its bias E(Eˆ[µ(0)]−E[µ(0)]), and its variance E(Eˆ[µ(0)]2)−E(Eˆ[µ(0)])2 are both reasonably 2. Extrapolation: we estimate E[µ(0)] from the pre- small. Onwards, let us adopt a simplified notation"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,strong,variance-reported,28,"biased statistical fluctuation. the outcome from the lth circuit. Asaconsequence,themeanvalueofthePECoutcome centers around the ideal one with larger variance due to 2. Probabilistic error cancellation C (see Fig. 5 right corner). The above PEC method relies on the correct knowl- Let us familiarize ourselve"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,strong,variance-reported,38,"nd state of more tonian, can be checked directly on the quantum proces- challengingHamiltonianscanbedifficulttofindforstan- sor by verifying that the variance of the energy var = dardVQEduetoconvergencetolocalminimainsteadof ⟨(H −⟨H⟩)2⟩ is zero. This has been demonstrated for the global minima of the energy"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,strong,variance-reported,57,"n en- Here,nrepresentsnumberofsamples,F (ρˆ(φ))isquan- coding process E, decoding process D and noise model Q tum Fisher information and (∆φ)2 is the variance in the N, thequalityofaquantumerrorcorrectionschemecan estimation of φ. In most of the experiments, the param- becharacterizedbyhowcloseD◦N◦E isclose"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,strong,variance-reported,88,"i ⟩. While a naive strategywouldallocateequalnumbersofshotsperterm, performs well when tight bounds on the parameters are the authors observed lower variance in the energies us- available(Lavrijsenetal.,2020). Thiscanbeachievedby ing weighted approaches in which the number of shots combining the method wit"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,weak,uncertainty,27,neimpor- j j j j tantobservationisthattheRichardsonmodelbasedZNE The second and third techniques do not require users to is dictated by a statistical uncertainty which is exponen- havefullcontrolofquantumcomputerback-endandthus tially scaling with the number of data points. There are weexpecttobeofgreaterusein
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,weak,fluctuation,17,"mating each term ⟨h ⟩. While a naive strategy annealing. i would allocate equal numbers of shots per term, the In QA, one utilises quantum-mechanical fluctuations, authors observed lower variance in the energies using like quantum tunnelling, to explore the solution space. weighted approaches in which the numb"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,weak,fluctuation,17,"ficient c . greesoffreedomofquantumnaturevianon-commutative i operatorsareintroduced,whichinducesquantumfluctu- ations. The strength of these quantum fluctuations is controlled using an annealing schedule (similar to SA, SPSA. In experimental realizations of VQA, the opti- where we decrease the temperature). T"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,weak,fluctuation,28,"e outcome eff errors, sothattheerrorinthefinaloutputisonlydueto is µ =sgn(q )µ(l) if the lth circuit is chosen and µ(l) is eff l unbiased statistical fluctuation. the outcome from the lth circuit. Asaconsequence,themeanvalueofthePECoutcome centers around the ideal one with larger variance due to 2. Probabilist"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,weak,variance-general,17,"strategy annealing. i would allocate equal numbers of shots per term, the In QA, one utilises quantum-mechanical fluctuations, authors observed lower variance in the energies using like quantum tunnelling, to explore the solution space. weighted approaches in which the number of shots al- Thisisanalogoustot"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,weak,variance-general,27,"27 noiseandthesecondterm(lossterm)inEq.(52)iszero, mean and variance σ2 = E(δˆ2) = σ2/N. Here, σ2 is 0 0 resulting in pure unitary dynamics. When λ=1, the ac- the single-shot variance. Given a set of m scaling pa- tual"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,weak,variance-general,27,"lossterm)inEq.(52)iszero, mean and variance σ2 = E(δˆ2) = σ2/N. Here, σ2 is 0 0 resulting in pure unitary dynamics. When λ=1, the ac- the single-shot variance. Given a set of m scaling pa- tual quantum device loss rate is matched. In summary, rameters λ={λ ,λ ,⋯,λ } with λ ≥1, and the corre- 1 2 m j ZNE inv"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,weak,variance-general,27,"ke a number of measurements ZNEisnothingbuttobuildagoodestimatorEˆ[µ(0)]for E[µ(λj)] for λ≥1. E[µ(0)] such that its bias E(Eˆ[µ(0)]−E[µ(0)]), and its variance E(Eˆ[µ(0)]2)−E(Eˆ[µ(0)])2 are both reasonably 2. Extrapolation: we estimate E[µ(0)] from the pre- small. Onwards, let us adopt a simplified notation"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,weak,variance-general,28,"biased statistical fluctuation. the outcome from the lth circuit. Asaconsequence,themeanvalueofthePECoutcome centers around the ideal one with larger variance due to 2. Probabilistic error cancellation C (see Fig. 5 right corner). The above PEC method relies on the correct knowl- Let us familiarize ourselve"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,weak,variance-general,38,"nd state of more tonian, can be checked directly on the quantum proces- challengingHamiltonianscanbedifficulttofindforstan- sor by verifying that the variance of the energy var = dardVQEduetoconvergencetolocalminimainsteadof ⟨(H −⟨H⟩)2⟩ is zero. This has been demonstrated for the global minima of the energy"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,weak,variance-general,57,"n en- Here,nrepresentsnumberofsamples,F (ρˆ(φ))isquan- coding process E, decoding process D and noise model Q tum Fisher information and (∆φ)2 is the variance in the N, thequalityofaquantumerrorcorrectionschemecan estimation of φ. In most of the experiments, the param- becharacterizedbyhowcloseD◦N◦E isclose"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,weak,variance-general,88,"i ⟩. While a naive strategywouldallocateequalnumbersofshotsperterm, performs well when tight bounds on the parameters are the authors observed lower variance in the energies us- available(Lavrijsenetal.,2020). Thiscanbeachievedby ing weighted approaches in which the number of shots combining the method wit"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,variance-reported,4,"ngth. Both CDR and vnCDR use shot efficiency, strategies have been proposed to en- training on data produced by near-Clifford quantum sure sufficient variance of the exact observable of in- circuits. Consequently,vnCDRcanalsobetreatedas terest among the training circuits [11]. Alternatively, adding addition"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,variance-reported,12,"ne fine-tuning the values of method can be improved by constructing a training n,N ,M foragivenN butleavethesystematic t max tot set with significant variance in the exact expectation investigation of more advanced budgeting strategies values, as explored in detail in [11]. Therefore, to for future work. co"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,weak,uncertainty,1,"numbers of qubits, circuit depths lemsizes[24]buthasfacedchallengesforlargerprob- and total numbers of shots. We find that the lems [10]. Due to the uncertainty of the extrapola- performance of different techniques depends tion, ZNE does not have performance guarantees for strongly on shot budgets, with more"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,weak,uncertainty,3,"t is used to train a function extrapolationinthepresenceofshotnoiseleadstothe fCDR :E i → i E i=1 ,i.e.,afunctionmappingthe exponential growth of the uncertainty in µZNE with noisy noiseless noisy to the exact expectation values. The simplest increasing n [17]. Richardson extrapolation is equiv- formforfCDR wh"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,weak,variance-general,4,"ngth. Both CDR and vnCDR use shot efficiency, strategies have been proposed to en- training on data produced by near-Clifford quantum sure sufficient variance of the exact observable of in- circuits. Consequently,vnCDRcanalsobetreatedas terest among the training circuits [11]. Alternatively, adding addition"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,weak,variance-general,12,"ne fine-tuning the values of method can be improved by constructing a training n,N ,M foragivenN butleavethesystematic t max tot set with significant variance in the exact expectation investigation of more advanced budgeting strategies values, as explored in detail in [11]. Therefore, to for future work. co"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,weak,noise-floor,5,"U|0⟩⊗Q. Therefore, the quality of the VD correction Technique Noise Levels Copies Training is limited by a noise floor Circuits ZNE [45] ✓ ✗ ✗ ϵ=⟨ψ |X|ψ ⟩−⟨ψ |X|ψ ⟩. (8) VD [22, 26] ✗ ✓ ✗ 0 0 exact exact CDR [10] ✗ ✗ ✓ The noise floor can be bounded from above using a"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,weak,noise-floor,5,"s Copies Training is limited by a noise floor Circuits ZNE [45] ✓ ✗ ✗ ϵ=⟨ψ |X|ψ ⟩−⟨ψ |X|ψ ⟩. (8) VD [22, 26] ✗ ✓ ✗ 0 0 exact exact CDR [10] ✗ ✗ ✓ The noise floor can be bounded from above using a vnCDR [28] ✓ ✗ ✓ quantity called the coherent mismatch CGVD [Here] ✗ ✓ ✓ UNITED [Here] ✓ ✓ ✓ c=1−|⟨ψ |ψ ⟩|2, (9) ex"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,weak,noise-floor,5,"enotedby µ )oftheobservableofinter- i ertheless,itwasshownthatforsufficientlysmallerror est X for each circuit. Then, we estimate the noisy rates the noise floor does not prevent VD from signif- and VD mitigated expectation values of X for dif- icantly reducing the impact of noise [27]. ferent noise levels c w"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,weak,noise-floor,6,"wn in pendix B we show that for this noise model the or- AppendixC.Suchperfectcorrectionispossibleasfor thogonal error scales as this noise model the noise floor is zero. |µVD−µ−ϵ|∈O(λM) , (14) M 3.3 UNITED ansatz for a simple noise model whileonecanfindcoefficientsb (seeAppendixB.2) with orthogonal and cohere"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,weak,noise-floor,7,"′ Mmax,j −µ−ϵ j |∈O(λM j max+1), (18) ofthenoiselevelsthatcanbeusedinpractice. There- fore,atanintuitivelevel,usingVD-mitigatedobserv- where ϵ is the noise floor for the noise level c . As j j ablesisanotherwaytoprovidedatacorrespondingto shown in Appendix B.3, for such obtained estimates differentnoiselevelse"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,weak,noise-floor,7,"gvariablenoiselevels,likeZNEand lation to additionally suppress the coherent error re- vnCDR. From this perspective, the UNITED ansatz sulting in the noise floor. uses near-Clifford circuits to learn the best way to By doing that one gets the final estimate of the combine the various observables calculated und"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,weak,noise-floor,10,"uantumcircuitcaseislikely due to the fact that the solutions to the Max-Cut problemsareeigenstatesofthemitigatedobservables. Therefore, we expect the noise floor to be reduced relativetotherandomquantumcircuits(see(10)and Figure 4: Convergence of error mitigation methods ap- (11)). plied to RQCs with increasin"
