pdf_file,csv_paper,csv_rating,scan_candidate,match_tier,pattern_name,page,context_snippet
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,plus-minus,2,". With ensembled matching syn- 7 and apply reinforcement learning optimization to the matching graph thesis, we observe Λ = 2.04 ± 0.02 and ε = (1.71 ± 0.03) × 10−3. 7 weights30. Furthermore, we simulate logical qubits of higher distances using a We operate a distance-7 surface code memory comprising"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,plus-minus,2,"(ref. 17) d = 3 (mean) d = 5 (mean) d = 3 (individual) d = 5 (individual) Best physical qubit d = 7 d ,elcyc rep rorre lacigoL Simulated   3= 2.15 ± 0.02 5   5= 2.12 ± 0.04 7 V= 2.14 ± 0.02 evitalumuC noitubirtsid 1.0 1Q 0.5 CZ Idle Meas. Det. 0 10–4 10–3 10–2 10–1 Error probability naeM b Fig."
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,plus-minus,2,") d = 5 (mean) d = 3 (individual) d = 5 (individual) Best physical qubit d = 7 d ,elcyc rep rorre lacigoL Simulated   3= 2.15 ± 0.02 5   5= 2.12 ± 0.04 7 V= 2.14 ± 0.02 evitalumuC noitubirtsid 1.0 1Q 0.5 CZ Idle Meas. Det. 0 10–4 10–3 10–2 10–1 Error probability naeM b Fig. 1 | Surface code perf"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,plus-minus,2,"= 3 (individual) d = 5 (individual) Best physical qubit d = 7 d ,elcyc rep rorre lacigoL Simulated   3= 2.15 ± 0.02 5   5= 2.12 ± 0.04 7 V= 2.14 ± 0.02 evitalumuC noitubirtsid 1.0 1Q 0.5 CZ Idle Meas. Det. 0 10–4 10–3 10–2 10–1 Error probability naeM b Fig. 1 | Surface code performance. a, Schem"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,plus-minus,2,"led matching synthesis for 250 cycles). c, Logical error probability p for a range of memory experiment comparison. Line, fit to simulation; Λ = 2.25 ± 0.02. L sim durations. Each data point represents 105 repetitions decoded with the neural"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,plus-minus,3,"error budget for 1/Λ in the 72-qubit processor when decoding with correlated matching. Applying the same decoder to experimental data yields Λ = 1.97 ± 0.02. The error budget overpredicts Λ by 14% (Fig. 2c, ‘excess’), indicating that most but not all error effects in our processor have been captured."
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,plus-minus,3,"surface codes with the metric proposed elsewhere16 (Supplementary Information). The transmon qubits15,32,38. distance-7 logical qubit lifetime is 291 ± 6 μs, exceeding the lifetimes of Finally, we test the sensitivity to drift. Using our 72-qubit proces- all the constituent physical qubits (median, 8"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,plus-minus,3,"μs, exceeding the lifetimes of Finally, we test the sensitivity to drift. Using our 72-qubit proces- all the constituent physical qubits (median, 85 ± 7 μs; best, 119 ± 13 μs) sor, we measure the logical performance of one distance-5 and four by a factor of 2.4 ± 0.3. Our logical memory beyond break"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,plus-minus,3,"lifetimes of Finally, we test the sensitivity to drift. Using our 72-qubit proces- all the constituent physical qubits (median, 85 ± 7 μs; best, 119 ± 13 μs) sor, we measure the logical performance of one distance-5 and four by a factor of 2.4 ± 0.3. Our logical memory beyond breakeven extends dista"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,plus-minus,3,"stituent physical qubits (median, 85 ± 7 μs; best, 119 ± 13 μs) sor, we measure the logical performance of one distance-5 and four by a factor of 2.4 ± 0.3. Our logical memory beyond breakeven extends distance-3 codes 16 times over 15 h, and the results are shown in Fig. 2e. previous results using bo"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,plus-minus,3,"tential qubit fre- Equipped with below-threshold logical qubits, we can now probe the quency and readout signal drift. We observe an average Λ = 2.18 ± 0.07 sensitivity of logical error to various error mechanisms in this new (standard deviation) and best Λ = 2.31 ± 0.02 (Supplementary Informa- regim"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,plus-minus,3,ft. We observe an average Λ = 2.18 ± 0.07 sensitivity of logical error to various error mechanisms in this new (standard deviation) and best Λ = 2.31 ± 0.02 (Supplementary Informa- regime. We start by testing how logical error scales with physical error tion) when decoding with the neural network. Al
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,plus-minus,4,"f. 37 and subsample lower-distance repetition codes from the distance-29 data. Averaging over bit- and phase-flip repetition codes, we obtain Λ = 8.4 ± 0.1 when fitting logical error per cycle versus code distance between d = 5 and d = 11 (Fig. 3a). Notably, the error per cycle on the 72-qubit proces"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,plus-minus,4,"include data from ref. 17 for comparison. b, Example event causing elevated detection probabilities, which decay exponentially with time constant 369 ± 6 μs (grey dashed line). Three consecutive experimental shots are plotted, delimited by the vertical grey lines. The 28 measure qubits are divided in"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,plus-minus,5,"that the average decoder latency remains roughly It requires a throughput of less than 1.1 μs per cycle compared with constant at a net average of 63 ± 17 μs independent of the length of the 24 μs per cycle of the neural network26. However, we expect that the experiment (up to 1.1 s), indicating that"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,plus-minus,5,"data, with the results shown in Fig. 4d. the foundation of running large-scale quantum algorithms with error Our real-time decoder achieves ε = 0.35% ± 0.01% and Λ = 2.0 ± 0.1 correction. 5 using a device-data-independent prior. Meanwhile, the neural net- Our error-corrected processors also demonstra"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,plus-minus,5,"ts shown in Fig. 4d. the foundation of running large-scale quantum algorithms with error Our real-time decoder achieves ε = 0.35% ± 0.01% and Λ = 2.0 ± 0.1 correction. 5 using a device-data-independent prior. Meanwhile, the neural net- Our error-corrected processors also demonstrate other key advance"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,plus-minus,5,"ata-independent prior. Meanwhile, the neural net- Our error-corrected processors also demonstrate other key advances work decoder achieves ε = 0.269% ± 0.008% and Λ = 2.18 ± 0.09 towards fault-tolerant quantum computing. We achieve repeatable 5 when later decoding offline. The modest reduction in acc"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,plus-minus,5,"Meanwhile, the neural net- Our error-corrected processors also demonstrate other key advances work decoder achieves ε = 0.269% ± 0.008% and Λ = 2.18 ± 0.09 towards fault-tolerant quantum computing. We achieve repeatable 5 when later decoding offline. The modest reduction in accuracy performance for"
Amin et al. - 2023 - Quantum error mitigation in quantum annealing.pdf,Amin et al.,partial,partial,weak,sigma,2,"m number. For example, to incorporate III. NOISE AMPLIFICATION BY static errors δh i (δJ ij ) in the Hamiltonian parameters, TEMPERATURE we use O α = σ i z (σ i zσ j z) and √γQα = δh i (δJ ij ). The corresponding noise spectral density in that case is a δ- Thesimplestwaytoincreasetheinfluenceofatherm"
Amin et al. - 2023 - Quantum error mitigation in quantum annealing.pdf,Amin et al.,partial,partial,weak,sigma,2,"r. For example, to incorporate III. NOISE AMPLIFICATION BY static errors δh i (δJ ij ) in the Hamiltonian parameters, TEMPERATURE we use O α = σ i z (σ i zσ j z) and √γQα = δh i (δJ ij ). The corresponding noise spectral density in that case is a δ- Thesimplestwaytoincreasetheinfluenceofathermal func"
Amin et al. - 2023 - Quantum error mitigation in quantum annealing.pdf,Amin et al.,partial,partial,weak,sigma,7,16) i d ψ(t˜) =H˜(t˜) ψ(t˜) (B5) µ=1 dt˜| ⟩ | ⟩ where where ρˆ 0 (t a )=Cˆ 1 + T e−ta (cid:82) 0 1[iωˆ(s)+Mˆ(s)]dsCˆ 2 (A17) H˜(t˜)= − g(t˜) (cid:88) σ i x+H P (B6) is the noise-free contribution to the density matrix and i ρˆ µ (t a )= (cid:34) µ!(t d a µ dγ)µT e−ta (cid:82) 0 1[iωˆ(s)+Mˆ(s)+γRˆ(s)]
Amin et al. - 2023 - Quantum error mitigation in quantum annealing.pdf,Amin et al.,partial,partial,weak,sigma,7,"writing the Hamiltonian (1) as (cid:20) Γ′(s c ) ′(s c ) (cid:21) g +g J (s s ) c c c (cid:18) (cid:19) ≈ Γ(s ) − (s ) − H(s)= J (s) − g(s) (cid:88) σ i x+H P , (B1) (cid:20) Γ′(s c ) c ′(s c J ) (cid:21) t c i g c J +const. (B11) ≈ Γ(s ) − (s ) t c c a where J Γ(s) On the other hand g(s)= (B2) (s)"
Amin et al. - 2023 - Quantum error mitigation in quantum annealing.pdf,Amin et al.,partial,partial,weak,sigma,7,the dimensionless transverse field. The corresponding Schrodinger equation reads Therefore (cid:18) (cid:19) i d d t| ψ(t) ⟩ = J (s) − g(s) (cid:88) σ i x+H P | ψ(t) ⟩ . (B3) g(t˜) g c (cid:20) Γ′(s c ) J ′(s c ) (cid:21) t˜ +const. (B13) ≈ Γ(s ) − (s ) (s )t i c c c a J J
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,uncertainty,27,neimpor- j j j j tantobservationisthattheRichardsonmodelbasedZNE The second and third techniques do not require users to is dictated by a statistical uncertainty which is exponen- havefullcontrolofquantumcomputerback-endandthus tially scaling with the number of data points. There are weexpecttobeofgreaterusein
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,variance,17,"strategy annealing. i would allocate equal numbers of shots per term, the In QA, one utilises quantum-mechanical fluctuations, authors observed lower variance in the energies using like quantum tunnelling, to explore the solution space. weighted approaches in which the number of shots al- Thisisanalogoustot"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,variance,27,"27 noiseandthesecondterm(lossterm)inEq.(52)iszero, mean and variance σ2 = E(δˆ2) = σ2/N. Here, σ2 is 0 0 resulting in pure unitary dynamics. When λ=1, the ac- the single-shot variance. Given a set of m scaling pa- tual"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,variance,27,"lossterm)inEq.(52)iszero, mean and variance σ2 = E(δˆ2) = σ2/N. Here, σ2 is 0 0 resulting in pure unitary dynamics. When λ=1, the ac- the single-shot variance. Given a set of m scaling pa- tual quantum device loss rate is matched. In summary, rameters λ={λ ,λ ,⋯,λ } with λ ≥1, and the corre- 1 2 m j ZNE inv"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,variance,27,"ke a number of measurements ZNEisnothingbuttobuildagoodestimatorEˆ[µ(0)]for E[µ(λj)] for λ≥1. E[µ(0)] such that its bias E(Eˆ[µ(0)]−E[µ(0)]), and its variance E(Eˆ[µ(0)]2)−E(Eˆ[µ(0)])2 are both reasonably 2. Extrapolation: we estimate E[µ(0)] from the pre- small. Onwards, let us adopt a simplified notation"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,variance,28,"biased statistical fluctuation. the outcome from the lth circuit. Asaconsequence,themeanvalueofthePECoutcome centers around the ideal one with larger variance due to 2. Probabilistic error cancellation C (see Fig. 5 right corner). The above PEC method relies on the correct knowl- Let us familiarize ourselve"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,variance,38,"nd state of more tonian, can be checked directly on the quantum proces- challengingHamiltonianscanbedifficulttofindforstan- sor by verifying that the variance of the energy var = dardVQEduetoconvergencetolocalminimainsteadof ⟨(H −⟨H⟩)2⟩ is zero. This has been demonstrated for the global minima of the energy"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,variance,57,"n en- Here,nrepresentsnumberofsamples,F (ρˆ(φ))isquan- coding process E, decoding process D and noise model Q tum Fisher information and (∆φ)2 is the variance in the N, thequalityofaquantumerrorcorrectionschemecan estimation of φ. In most of the experiments, the param- becharacterizedbyhowcloseD◦N◦E isclose"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,variance,88,"i ⟩. While a naive strategywouldallocateequalnumbersofshotsperterm, performs well when tight bounds on the parameters are the authors observed lower variance in the energies us- available(Lavrijsenetal.,2020). Thiscanbeachievedby ing weighted approaches in which the number of shots combining the method wit"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,plus-minus,14,"pti- ator of G and V,W are unitaries independent of θ i . If mization corresponding to VQAs is a NP-hard problem. g has a spectrum of two eigenvalues ±λ only, the gradi- entcanbecalculatedbymeasuringtheobservableattwo In this section, we first review two classes of opti- shifted parameter values as f"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,plus-minus,14,"θ)⟩=λ(⟨f(θ )⟩−⟨f(θ )⟩), (31) thatadditionallyminimizequantitiesassociatedwiththe i + − quantum cost of optimization. While we reserve more where θ = θ±(π/4λ)e . This rule can be generalised detailed descriptions to the respective references and the to the c ± ase where the g i enerator g does not sat"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,plus-minus,14,"ization. While we reserve more where θ = θ±(π/4λ)e . This rule can be generalised detailed descriptions to the respective references and the to the c ± ase where the g i enerator g does not satisfy the Supplementary Material, we highlight the main features eigenspectrumcondition(seeSupplementaryMater"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,plus-minus,22,"ng (Bharti et al., 2021). If one the product of Pauli strings is a Pauli string up to a keepstheparametersofthePQCθ i fixedandonlyvaries phase factor ±1 or ±ι. Thus, the overlap matrices are the α i , the algorithm can be considered a borderline simply expectation values ⟨ψ∣Pˆ∣ψ⟩ of some Pauli string"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,plus-minus,22,"arti et al., 2021). If one the product of Pauli strings is a Pauli string up to a keepstheparametersofthePQCθ i fixedandonlyvaries phase factor ±1 or ±ι. Thus, the overlap matrices are the α i , the algorithm can be considered a borderline simply expectation values ⟨ψ∣Pˆ∣ψ⟩ of some Pauli string non-V"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,plus-minus,36,"able set of spin-1/2 particles). are transformed to qubit raising and lowering operators Hence, the quantum simulation of a physical system σˆj =(σˆj ±iσˆj)/2 combined with strings of σˆ operators ± x y z refers to performing a one-to-one mapping from the sys- that ensure the correct anti-commutation"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,plus-minus,36,"d to qubit raising and lowering operators Hence, the quantum simulation of a physical system σˆj =(σˆj ±iσˆj)/2 combined with strings of σˆ operators ± x y z refers to performing a one-to-one mapping from the sys- that ensure the correct anti-commutation properties: temoperatortotheQClanguage,preserv"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,plus-minus,37,"e can now proceed to simu- that create and annihilate electrons at spin-coordinate late more general particle statistics, in particular, hard- x ∈R3×{±1}(JordanandKlein,1927;Jørgensen,2012; core anyons. With “hard-core”, we refer to the Pauli’s k 2 Surján, 2012). The electronic Hamiltonian can then b"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,plus-minus,52,"edtogetherusingoperators For every vertex v ∈ V, let us associate a variable x i i AND or conjunction (denoted by ∧), NOT or negation whichtakesvalues±1.GivenanarbitrarycutK∪K¯ =V, (denoted by ¬), and OR or disjunction (denoted by ∨). let us define x =1 if v ∈K and −1 otherwise. Then, the i i These c"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,plus-minus,84,"ted by the parameter θ i , g ent of a function f(θ) as follows: isthegeneratorofGandV,W areunitariesindependent ofθ . Ifg hasaspectrumoftwoeigenvalues±λonly, the f(θ+(cid:15)e )−f(θ−(cid:15)e ) i ∂ f(θ)≈ i i , (128) gradient can be calculated by measuring the observable i 2(cid:15) at two shifted par"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,plus-minus,84,"f(θ )⟩), (129) 1 as its i-th element and 0 otherwise. The smaller (cid:15), i + − the closer the right-hand side of above formula is to the where θ =θ±(π/4λ)e . ± i true value of the gradient. However, for small (cid:15) the dif- Thisrulecanbegeneralisedtothecasewherethegen- ference of the numerator"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,plus-minus,84,"29) 1 as its i-th element and 0 otherwise. The smaller (cid:15), i + − the closer the right-hand side of above formula is to the where θ =θ±(π/4λ)e . ± i true value of the gradient. However, for small (cid:15) the dif- Thisrulecanbegeneralisedtothecasewherethegen- ference of the numerator becomes sma"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,plus-minus,86,"ots (Harrow and where the shift parameter α = π for gates generated 4λ Napp,2019). Itwasalsoshownthatitisnotnecessaryto by operators with eigenvalues ±λ. Other parameters, includeallPaulitermsintheevaluationofthecostfunc- i.e. parameters not at the i-th and j-th indices, denoted tion; sampling from a"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,plus-minus,89,"context of finance (Blank et al., 2020a; Bouland k k etal.,2020;Eggeretal.,2020a;Kuboetal.,2020;Ramos- where ∆ k is a random perturbation vector and θ± k = Calderer et al., 2019). θ ±b ∆ . After computing the gradient estimate, the k k k next parameter settings are updated with learning rate a k . In"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,plus-minus,89,", 2020a; Bouland k k etal.,2020;Eggeretal.,2020a;Kuboetal.,2020;Ramos- where ∆ k is a random perturbation vector and θ± k = Calderer et al., 2019). θ ±b ∆ . After computing the gradient estimate, the k k k next parameter settings are updated with learning rate a k . In general, b k and a k decrease o"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,sigma,3,"pow- and is placed higher up in the polynomial hierarchy. Let erful, they are not widely expected to be able to solve us denote the classes in PH by Σ such that PH=∪ Σ . NP-Complete problems, such as the travelling-salesman i i i WehaveΣ =NP. TheclassΣ inPHcanbeinterpreted problem, in polynomial tim"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,sigma,3,"ed higher up in the polynomial hierarchy. Let erful, they are not widely expected to be able to solve us denote the classes in PH by Σ such that PH=∪ Σ . NP-Complete problems, such as the travelling-salesman i i i WehaveΣ =NP. TheclassΣ inPHcanbeinterpreted problem, in polynomial time. The quantum al"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,sigma,3,"resentasomewhatbiasedandnotexhausted one would expect the problem to become more complex summary of very recent quantum experiments. Inter- and hence Σ ⊆ Σ . iv) BPP: stands for Bounded- ested readers should consult (Acín et al., 2018) and ref- i i+1 error Probabilistic Polynomial-time. A problem is"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,sigma,3,"ntasomewhatbiasedandnotexhausted one would expect the problem to become more complex summary of very recent quantum experiments. Inter- and hence Σ ⊆ Σ . iv) BPP: stands for Bounded- ested readers should consult (Acín et al., 2018) and ref- i i+1 error Probabilistic Polynomial-time. A problem is said"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,sigma,12,"The same applies for ⟨σˆ ⟩. Arbitrary Pauli strings Pˆ, y proach, termed QOCA for its inspiration from quantum with primitive Pauli operations σˆ ∈ {σ ,σ ,σ } on optimal control, is to add symmetry-breaking unitaries, f(k) x y z qubits k ∈K, can then be measured by the same proce- akintoahardware-ef"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,partial,weak,sigma,12,"e same applies for ⟨σˆ ⟩. Arbitrary Pauli strings Pˆ, y proach, termed QOCA for its inspiration from quantum with primitive Pauli operations σˆ ∈ {σ ,σ ,σ } on optimal control, is to add symmetry-breaking unitaries, f(k) x y z qubits k ∈K, can then be measured by the same proce- akintoahardware-effic"
