pdf_file,csv_paper,csv_rating,scan_candidate,match_tier,pattern_name,page,context_snippet
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,repetition-mention,1,"ime, achieving an average decoder latency of 63 microseconds at distance 5 up to a million cycles, with a cycle time of 1.1 microseconds. We also run repetition codes up to distance 29 and find that logical performance is limited by rare correlated error events, occurring approximately once every hour or 3 ×"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,repetition-mention,1,"identify possible logical error floors, we also d thr the threshold error rate of the code. Thus, when p ≪ p , the error rate implement high-distance repetition codes on the 72-qubit processor, thr of the logical qubit is suppressed exponentially in the distance of the with error rates that are dominated by c"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,repetition-mention,1,"re not yet under- d d+2 thr the reduction in logical error rate when increasing the code distance by stood, set a current error floor of 10−10 in the repetition code. Finally, we two. Although many platforms have demonstrated different features of show that we can maintain below-threshold operation on the 72-"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,repetition-mention,2,"probability p for a range of memory experiment comparison. Line, fit to simulation; Λ = 2.25 ± 0.02. L sim durations. Each data point represents 105 repetitions decoded with the neural"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,repetition-mention,3,"ver all codes, for which increasing the error injection angle α increases the detection probability. Each experiment is ten cycles with 2 × 104 total repetitions. Lines, power-law fits for data points at or below at which the codes cross. The inset shows the inverse error suppression factor, 1/Λ, versus the d"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,repetition-mention,3,"n of logical performance with and without DQLR in each cycle. Distance-3 points (red triangles) are averaged over 4 quadrants. Each experiment is 105 repetitions. Curves, exponential fits. QEC, quantum error correction. e, Repeating experiments to assess performance stability, comparing distance 3 and distanc"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,repetition-mention,4,"uperconducting processors can remain stable 10–4 for the hours-long timescales required for large-scale fault-tolerant 10–6 algorithms21. 10–5 10–7 A repetition code memory in the ultralow-error regime 10–8 10–6 Despite realizing below-threshold surface codes, orders of magnitude 10–9 remain between present l"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,repetition-mention,4,"of around 10−6 (ref. 17). Such 0.5 10–12 errors would block our ability to run error-corrected algorithms in 0 the future, motivating us to reassess repetition codes on our newer 0 0.25 0.50 devices. Using our 72-qubit processor, we run 2 × 107 shots of a distance-29 b repetition code with 1,000 cycles of er"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,repetition-mention,4,"e, motivating us to reassess repetition codes on our newer 0 0.25 0.50 devices. Using our 72-qubit processor, we run 2 × 107 shots of a distance-29 b repetition code with 1,000 cycles of error correction, with the shots split evenly between bit- and phase-flip codes. In total, we execute 2 × 1010 cycles of er"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,repetition-mention,4,"le as ε = 1 (1−(1−2p)1/1,000). To assess how d 2 L the logical error per cycle scales with distance d, we follow ref. 37 and subsample lower-distance repetition codes from the distance-29 data. Averaging over bit- and phase-flip repetition codes, we obtain Λ = 8.4 ± 0.1 when fitting logical error per cycle ve"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,repetition-mention,4,"scales with distance d, we follow ref. 37 and subsample lower-distance repetition codes from the distance-29 data. Averaging over bit- and phase-flip repetition codes, we obtain Λ = 8.4 ± 0.1 when fitting logical error per cycle versus code distance between d = 5 and d = 11 (Fig. 3a). Notably, the error per c"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,repetition-mention,4,"be mitigated using methods similar to refs. 38,40. The second and more catastrophic failure mode manifests as many detectors simultaneously that long repetition codes are a crucial tool for discovering new error experiencing a larger spike in the detection probability; an example is mechanisms in quantum proc"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,repetition-mention,4,"se floor. However, shown in Fig. 3b. Notably, these anisotropic error bursts are spatially surface codes are larger and sensitive to more errors than repetition localized to neighbourhoods of roughly 30 qubits (Fig. 3b, inset). Over codes; therefore, these events may affect the surface code performance the co"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,repetition-mention,4,"more, although we have tested the scaling law in equa- highest-distance failures. These bursts, such as the event shown in tion (1) at low distances, repetition codes enable us to scan to higher Fig. 3b, are different from previously observed high-energy impact distances and lower logical errors. Using a simi"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,repetition-mention,4,"p ted d = 3 d = 5 d = 7 d = 9 d = 11 d = 13 d = 15 d = 17 d = 19 d = 21 d = 23 d = 25 d = 27 d = 29 p ted V/1 Fig. 3 | High-distance error scaling in repetition codes. a, ε versus d d when decoding with minimum-weight perfect matching. The repetition code points are from d = 29, 103-cycle experiments, 107 rep"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,repetition-mention,4,"27 d = 29 p ted V/1 Fig. 3 | High-distance error scaling in repetition codes. a, ε versus d d when decoding with minimum-weight perfect matching. The repetition code points are from d = 29, 103-cycle experiments, 107 repetitions for each basis X and Z. We subsample smaller codes from the same d = 29 dataset,"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,repetition-mention,4,"ion codes. a, ε versus d d when decoding with minimum-weight perfect matching. The repetition code points are from d = 29, 103-cycle experiments, 107 repetitions for each basis X and Z. We subsample smaller codes from the same d = 29 dataset, averaging over subsamples. Line, fit of Λ. We include data from ref"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,repetition-mention,4,"rent errors on all the qubits and plot against the observed mean detection probability p . det Each experiment is ten cycles, and we average over 106 repetitions. Smaller code distances are again subsampled from d = 29. Lines, power-law fits ε =A p(d+1)/2 (one fit parameter, A), restricted to ε > 10−7 and p <"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,repetition-mention,6,"s per cycle increase quadratically with the code distance. 25. Arute, F. et al. Quantum supremacy using a programmable superconducting processor. Our repetition code experiments also identify a noise floor at an error Nature 574, 505–510 (2019). rate of 10−10 caused by correlated bursts of errors. Identifying"
Amin et al. - 2023 - Quantum error mitigation in quantum annealing.pdf,Amin et al.,partial,yes,strong,N-repetitions,8,"or describe anneal offset tuning, as it is only impactful for anneals faster than 100ns). Average kink densities are measured over 20 program- mings; 100 samples are taken in each programming. Kink-kinkcorrelationsrequiremorerobuststatistics,and aremeasuredover1000programmings; 1000samplesare takenineachprogra"
Amin et al. - 2023 - Quantum error mitigation in quantum annealing.pdf,Amin et al.,partial,yes,weak,repetition-mention,1,"ciples can be applied to other quantum computing pro- tocols, including quantum annealing (QA) [13]. Quan- tum Anneling Correction (QAC), founded on repetition The Hamiltonian of an annealing-based quantum pro- codes, has been proposed and examined as a means to cessing unit (QPU) is written as enhancetheper"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,strong,common-shot-count,54,"nitary matrix, the capabilities of the NISQ era. A detailed analysis has Σ ∈ Rm×n is a rectangular diagonal matrix with non- + shown that factoring a 2048-bit RSA number would ne- negative real diagonal entries and V ∈Cn×n is a unitary cessitateaquantumprocessorwith105 logicalqubitsand matrix. The diago"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,weak,sample-size-mention,27,"U(U†U)n, (53) the error with respect to the true expectation value is where n is some positive integer. Since U†U is an iden- O(m) when we have large sample size N →∞. By using tity,thisactionhasnoeffectonanidealcircuit. However, the interpolating Lagrange polynomial, the estimator is explicitly given by: in n"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N-shots,2,"zisusedtoestimate Cut problem. We observe that ZNE outperforms the the value of the noiseless result. Furthermore, the learning-based methods for the 105 shot budget but combinationofCDRandZNE,whichcanoutperform fails to improve significantly when the total num- either method separately, has been considered"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N-shots,2,"icantly better in to the zero noise limit. the QAOA task being the best method for 105,106, More recently, error mitigation via virtual distilla- and 108 shot budgets. That is expected, as solutions tion(VD)hasbeenintroduced[22,26]. VDmitigates oftheMax-Cutproblemsareeigenstatesofeachterm noise by simultane"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,8,"increasing N . tot Furthermore, ZNE offers the best correction for the tectureenablesall-to-allconnectivitywhichdecreases smallest total shot budget N = 105. The conver- tot the depth of the controlled derangement circuit com- genceofvnCDRisslowerbutitoutperformsZNEand piledtonativegates[30]. Furthermore,"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,8,"ontrolled derangement circuit com- genceofvnCDRisslowerbutitoutperformsZNEand piledtonativegates[30]. Furthermore, itisexpected the other methods for N = 106 up to N = 108. tot tot thatforsufficientlydeepcircuitsandsufficientlysmall We find that UNITED exhibits the slowest conver- gate error rates, the coh"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,8,"ngement circuit com- genceofvnCDRisslowerbutitoutperformsZNEand piledtonativegates[30]. Furthermore, itisexpected the other methods for N = 106 up to N = 108. tot tot thatforsufficientlydeepcircuitsandsufficientlysmall We find that UNITED exhibits the slowest conver- gate error rates, the coherent mismatch"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,8,"tes, the coherent mismatch does not pre- gence with increasing N but it gives the best re- tot vent a good quality mitigation with VD [27]. sults for N = 1010. The quality of the mitigated tot results decreases with increasing Q as the number 4.2 Random quantum circuit results of noisy gates increases. Neve"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,9,"syestimates Z andestimatesobtainedwithdifferenterrormitigationmethods. In(a),theresultsforthetotalnumberofshotspermitigated (noisy) expectation value N =105. In (b), N =106. In (c), N =108. In (d), N =1010. For N =105, we find tot tot tot tot tot that ZNE gives the best results. For N =106, 108 vnCDR give"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,9,"destimatesobtainedwithdifferenterrormitigationmethods. In(a),theresultsforthetotalnumberofshotspermitigated (noisy) expectation value N =105. In (b), N =106. In (c), N =108. In (d), N =1010. For N =105, we find tot tot tot tot tot that ZNE gives the best results. For N =106, 108 vnCDR gives the best resul"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,9,"edwithdifferenterrormitigationmethods. In(a),theresultsforthetotalnumberofshotspermitigated (noisy) expectation value N =105. In (b), N =106. In (c), N =108. In (d), N =1010. For N =105, we find tot tot tot tot tot that ZNE gives the best results. For N =106, 108 vnCDR gives the best results while for N ="
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,9,"rrormitigationmethods. In(a),theresultsforthetotalnumberofshotspermitigated (noisy) expectation value N =105. In (b), N =106. In (c), N =108. In (d), N =1010. For N =105, we find tot tot tot tot tot that ZNE gives the best results. For N =106, 108 vnCDR gives the best results while for N =1010 UNITED gives"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,9,"nmethods. In(a),theresultsforthetotalnumberofshotspermitigated (noisy) expectation value N =105. In (b), N =106. In (c), N =108. In (d), N =1010. For N =105, we find tot tot tot tot tot that ZNE gives the best results. For N =106, 108 vnCDR gives the best results while for N =1010 UNITED gives the tot tot"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,9,"pectation value N =105. In (b), N =106. In (c), N =108. In (d), N =1010. For N =105, we find tot tot tot tot tot that ZNE gives the best results. For N =106, 108 vnCDR gives the best results while for N =1010 UNITED gives the tot tot best results. igation is particularly sensitive to shot noise [11] as of"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,9,"108. In (d), N =1010. For N =105, we find tot tot tot tot tot that ZNE gives the best results. For N =106, 108 vnCDR gives the best results while for N =1010 UNITED gives the tot tot best results. igation is particularly sensitive to shot noise [11] as ofnodes(i,j)withprobabilityp . TheQAOAansatz e noisy e"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,9,"f RQCs are very sensitive to finite 1 2 L 1 2 L sample size effects. Consequently, the peak around parametersoftheansatz,H M = PQ i=1 σ X i ,and|+⟩is N = 108 observed in the convergence of vnCDR a tensor product state of single-qubit |+⟩= √1 (|0⟩+ tot 2 with an increasing number of shots in Figure 4(b) is"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,10,"shot budgets. The learning-based methods improve systematically with increasing N . For the largest tot considered N =1010, UNITED is the best method tot for Q=6,8,10 and vnCDR is the best for Q=4. Figure 6 analyzes the convergence of the various techniques for Q = 8 in m"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,10,"o improvement with an increased shot bud- get. UNITED, vnCDR, and VD, on the other hand, continue improving with UNITED becoming better than vnCDR at N = 108 and vnCDR seeing no tot further improvement after this point. Similarly, VD sees continued improvements up to N =108, being tot thebesttechniqueuptot"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,10,"D becoming better than vnCDR at N = 108 and vnCDR seeing no tot further improvement after this point. Similarly, VD sees continued improvements up to N =108, being tot thebesttechniqueuptothatpoint. FromN =109 tot and above, UNITED is the best method. The reason for the better performance of VD when compa"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,10,"VD into of 107 −1010. The convergence of UNITED is the slow- one method appears to allow for better performance est but it gives the best results for N = 109,1010. For tot across a range of tasks. Q = 4,L = 64 estimates produced by ZNE and VD ba- sically offer no mitigation and are outperformed by vnCDR an"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,10,"sically offer no mitigation and are outperformed by vnCDR and UNITED for all considered shot budgets. We see an improvement of UNITED over vnCDR for N =109,1010. tot A further discussion of the performance of VD for different 5 Implementation Details shot budgets is explored in Appendix E. 5.1 Zero Noise"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,10,"(θ)XX(α)XX(−α) random quantum circuits and we observe that it is performing an identity insertion. Again, we treat R Z the best-performing method for N = 105,106,108 and R in the same way. Both procedures scale the tot Y shot budgets. ZNE is the second best method for number of all types of gates in our ra"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,10,"R in the same way. Both procedures scale the tot Y shot budgets. ZNE is the second best method for number of all types of gates in our random quantum N =105 butfailstoimprovesignificantlyforlarger circuits by the noise level. tot AcceptedinQuantum2023-05-09,clicktitletoverify. PublishedunderCC-BY4.0. 10"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,11,"ted ones obtained with various error mitigation methods. In (a), the results for the total number of shots per mitigated (noisy) expectation value at N =105. In (b) N =106, (c) N =108 and tot tot tot in(d)N =1010. ForN =105, 106, 108,VDgivesthebestresultwhileforN =1010 UNITEDgivesthebestresults. tot tot t"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,11,"ed with various error mitigation methods. In (a), the results for the total number of shots per mitigated (noisy) expectation value at N =105. In (b) N =106, (c) N =108 and tot tot tot in(d)N =1010. ForN =105, 106, 108,VDgivesthebestresultwhileforN =1010 UNITEDgivesthebestresults. tot tot tot 5.2 variable"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,11,"ous error mitigation methods. In (a), the results for the total number of shots per mitigated (noisy) expectation value at N =105. In (b) N =106, (c) N =108 and tot tot tot in(d)N =1010. ForN =105, 106, 108,VDgivesthebestresultwhileforN =1010 UNITEDgivesthebestresults. tot tot tot 5.2 variable noise Cliff"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,11,". In (a), the results for the total number of shots per mitigated (noisy) expectation value at N =105. In (b) N =106, (c) N =108 and tot tot tot in(d)N =1010. ForN =105, 106, 108,VDgivesthebestresultwhileforN =1010 UNITEDgivesthebestresults. tot tot tot 5.2 variable noise Clifford Data Regression Whenconst"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,11,"rors that occur during the convergedatN =105,whileVDisthebestperformerup tot derangement circuit execution. This assumption en- to its convergence at N =108, after which (N =109) tot tot ables classical simulation of VD for a Q-qubit system UNITED becomes the best performer. vnCDR converges at while simul"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,11,"g the convergedatN =105,whileVDisthebestperformerup tot derangement circuit execution. This assumption en- to its convergence at N =108, after which (N =109) tot tot ables classical simulation of VD for a Q-qubit system UNITED becomes the best performer. vnCDR converges at while simulating Q noisy qubits"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,11,sical simulation of VD for a Q-qubit system UNITED becomes the best performer. vnCDR converges at while simulating Q noisy qubits instead of the 2Q+1 N =108. tot that would otherwise be required to simulate the de- rangement. We analyze the performance of VD with derangement errors for Q = 4 systems in Ap
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,12,"1) circuit evalua- t place a fraction of R gates by their closest R Clif- Z Z tions. Finally, for UNITED we need to mitigate the ford gates, leaving N =10 R gates intact. Z observable estimates using VD with M −1 differ- max In order to maximize the information contained entcopiesforthetrainingcircuits,"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,12,"ed budgeting strategies values, as explored in detail in [11]. Therefore, to for future work. construct the training set in this work, we post-select N = 50 near-Clifford circuits with the largest abso- t lutevalueoftheexactobservablefromtheinitial100. 6 Discussion Wefindthatthisstrategydoesnotdecreasethe"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,12,"ically, we have considered Zero Noise Extrap- egy is based on the method proposed in [11]. We olation (ZNE), variable noise Clifford Data Regres- use N = 100 training circuits with Xexact evenly sion(vnCDR),andVirtualDistillation(VD)andpro- t distributed between −0.495 and 0.495, i.e. Xexact ∈ posedtwonewm"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,12,"ned ablesmeasuredfromstatespreparedwithrandomcir- above, including the same number of non-Clifford cuitsandobservablesproducedfromapplyingQAOA gates (N = 10). We then post-select these circuits to Max-Cut problems. As these methods have differ- in order to match the desired distribution of exact ent advan"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,13,"alsimulationwillbenecessary tot vnCDRispreferableatbudgetsN =106,108 inthe for a full understanding of these methods’ potential. tot case of RQC. For N =105, ZNE is optimal for cir- tot cuits with depths L=Q while vnCDR is optimal for 7 Acknowledgments more noisy L = 16Q. When considering the QAOA results"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,21,"nstances. We find that the derange- M=1 j=1 ment noise reduces the performance ceiling of VD mitigation and the performance of UNITED for large where N =109,1010. Nevertheless,westillfindafactorof tot 2QλMj 2.5 VD improvement over the noisy simulations and f =1− . M,j (2Q−1)λMj +(2Q−λj(2Q−1))M a factor of"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,21,"2QλMj 2.5 VD improvement over the noisy simulations and f =1− . M,j (2Q−1)λMj +(2Q−λj(2Q−1))M a factor of 1.2 UNITED improvement over vnCDR (92) for N =1010. These results indicatethat UNITED tot Therefore, we can conclude that both CGVD and canbeusefulinthepresenceofthederangementnoise UNITED can perfect"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,22,"improvement over the noisy results. For N =1010, tot M =4 is optimal giving a factor of 2.5 improvement. Based on the obtained results, we use M = 2 in the main text as it is optimal for most circu"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,N=value,22,"5improvementfor 105,106,...,1010. For L = Q and Q = 4,6,8,10 we VDwithN ≥106andfactor1.2improvementofUNITED tot find that with the exception of Q = 4,N = 105 overvnCDRforthelargestconsideredN =1010. Forref- tot tot using two noise levels leads to better mitigation qual- erence, we show also the noisy, ZNE,"
