pdf_file,csv_paper,csv_rating,scan_candidate,match_tier,pattern_name,page,context_snippet
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,scaling-mention,6,"require 23. Terhal, B. M. Quantum error correction for quantum memories. Rev. Mod. Phys. 87, a distance-27 logical qubit using 1,457 physical qubits. Scaling up will 307–346 (2015). 24. Koch, J. et al. Charge-insensitive qubit design derived from the Cooper pair box. Phys. bring additional challenges in re"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,scaling-mention,6,"multi- 50–55 (2023). qubit lattice surgery. Preprint at https://arxiv.org/abs/2403.01353 (2024). 17. Google Quantum AI. Suppressing quantum errors by scaling a surface code logical qubit. 59. Bombín, H. et al. Logical blocks for fault-tolerant topological quantum computation. Nature 614, 676–681 (2023). PR"
Amin et al. - 2023 - Quantum error mitigation in quantum annealing.pdf,Amin et al.,partial,no,none,,,
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,partial,yes,strong,computational-cost,49,training of the readout stage parameters is required. The aforementioned idea helps utilize the high nonlinearities of the reservoir without the high computational cost of training. The concept of Quantum Boltzmann Machines. The quantum Boltz- employing quantum systems as quantum reservoirs was mann machine (Amin et al.
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,partial,yes,strong,computational-cost,58,"58 parametricquantumcircuitsV (p)andW(q)forencod- nificant reduction of the computational cost of LQFT is ing and decoding respectively, with tunable parameter proposedin(Avkhadievet al.,2020)byusingaVQAap- vectors p and q. For a given encoding-de"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,partial,yes,strong,computational-cost,58,"ionestablishesthat in a discretized version of QFT on a lattice structure the quantum state ρ is separable if and only if for ar- AB (LQFT). The high computational cost of LQFT has mo- bitrary quantum system R and arbitrary positive map tivated the study of using quantum computation or sim- N from B to R, we have N (ρ )"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,partial,yes,strong,computational-cost,58,"n Ref. (Kokail et al., 2019) a VQS is used in an analog setup to reduce the number of vari- VII. BENCHMARKING ational parameters and thus, reduce the computational cost of the algorithm. Their proposal is experimentally Oneofthecentralquestionsattheintersectionofsoft- implemented in a trapped-ion analog simulator. A sig"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,partial,yes,weak,overhead-mention,31,"nand crease in the number of measurements to be performed, Nielsen, 2006) states that given this universal set G, any without additional experimental overhead. Calculating unitary operation U ∈SU(d) can be approximated with dynamic quantities such as Hamiltonian moments (Val- (cid:15)accuracywithafinitesequ"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,partial,yes,weak,scaling-mention,8,"s and s′. The number of measurements scales exponentially with the number Following the objective function, the next essential of qubits, however the scaling is far better compared to constituent of a VQA is the quantum circuit that pre- state tomography. Importance sampling has been pro- paresthestatethat"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,partial,yes,weak,scaling-mention,27,"ean and variance σ2 = E(δˆ2) = σ2/N. Here, σ2 is 0 0 resulting in pure unitary dynamics. When λ=1, the ac- the single-shot variance. Given a set of m scaling pa- tual quantum device loss rate is matched. In summary, rameters λ={λ ,λ ,⋯,λ } with λ ≥1, and the corre- 1 2 m j ZNE involves two steps. spondingm"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,partial,yes,weak,scaling-mention,27,"mmary, rameters λ={λ ,λ ,⋯,λ } with λ ≥1, and the corre- 1 2 m j ZNE involves two steps. spondingmeasurementoutcomesµ={µ ,µ ,⋯,µ },the 1 2 m 1. Noise-scaling: we make a number of measurements ZNEisnothingbuttobuildagoodestimatorEˆ[µ(0)]for E[µ(λj)] for λ≥1. E[µ(0)] such that its bias E(Eˆ[µ(0)]−E[µ(0)]), a"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,partial,yes,weak,scaling-mention,27,"ow let us mention briefly the statis- tical models. The expectation value E(λ) cannot be of any arbitrary function, which would make ZNE impos- Noise-scaling canbeaccomplishedinthreeways. Firstly, sible to extrapolate back to E(0). Depending on some in Ref. (Temme et al., 2017) it was proposed to use under"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,partial,yes,weak,scaling-mention,27,"ate back to E(0). Depending on some in Ref. (Temme et al., 2017) it was proposed to use underlying noise model assumption, one can apply vari- a time-scaling approach by taking λ > 1, which means ous statistical models. that the time-dependent driving Hamiltonian Kˆ(t) is now rescaled by 1Kˆ(t/λ). This app"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,partial,yes,weak,scaling-mention,27,techniques do not require users to is dictated by a statistical uncertainty which is exponen- havefullcontrolofquantumcomputerback-endandthus tially scaling with the number of data points. There are weexpecttobeofgreateruseinsoftwarelevelcontrolof also other statistical models such as poly-exponential ex-
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,partial,yes,weak,scaling-mention,45,"i) −h(∑σˆ x i) (88) in further algorithms, action upon the data in the latent i=1 i=1 space,inwhichthedataisrepresentedmoredensely,may with resources scaling polynomially with the number of prove powerful in further applications. spins N. Since the system can encounter a first-order A data re-uploading str"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,partial,yes,weak,scaling-mention,46,"ial neural networks, structures capable of Deviceandsetupdesignisakeychallengeinimproving learning sophisticated distributions and that encompass and scaling quantum systems. Therefore, digital quan- multiple features that can be fine-tuned depending on tum simulation of quantum processors will be a releva"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,partial,yes,weak,scaling-mention,57,"e NISQ era. edy some of the difficulties of classical approaches to op- Given the density matrices of two quantum states ρ 1 timal control related to scaling of resources, (Dive et al., and ρ , their fidelity is given by 2 2018) proposed another NISQ framework. Experimental demonstration of quantum control"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,partial,yes,weak,additional-resources,30,"g technique to obtain dynami- ments by adding ancilla qubits to the qubit registers or cally corrected gates (Edmunds et al., 2020; Khodjasteh taking additional measurements and post-processing. and Viola, 2009) composing of shaped pulses which ac- tivelydrivestateevolutionwithinaHilbertspaceinorder to cancel certain syst"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,factor-of-N,8,"ror mitigation methods require esti- For N tot =107−1010 we find that both vnCDR and mates of observables from a different total number UNITED give a factor of 5−10 improvement of the of circuits. In the case of ZNE, the circuit of inter- errorinthenoisyresults. ForN tot =109−1010 wesee est needs to be evaluat"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,factor-of-N,21,"re N =109,1010. Nevertheless,westillfindafactorof tot 2QλMj 2.5 VD improvement over the noisy simulations and f =1− . M,j (2Q−1)λMj +(2Q−λj(2Q−1))M a factor of 1.2 UNITED improvement over vnCDR (92) for N =1010. These results indicatethat UNITED tot Therefore, we can conclude that both CGVD and canbeusefulinth"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,factor-of-N,22,"improvement over the noisy results. For N =1010, tot M =4 is optimal giving a factor of 2.5 improvement. Based on the obtained results, we use M = 2 in the main text as it is optimal for most circuits. We note that although with M = 4 VD p"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,strong,factor-of-N,22,"circuits depends strongly on N . For N = 105, M = 2 is usedinSection4.2werethenchosenbypost-selecting tot tot optimal but it gives on average a small factor of 1.2 on these near-Clifford circuits. AcceptedinQuantum2023-05-09,clicktitletoverify. PublishedunderCC-BY4.0. 22"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,weak,cost-mention,15,"oi.org/10.1103/PRXQuantum.2.040330. https://arxiv.org/abs/2102.02120. [44] Ryuji Takagi. Optimal resource [34] Prakash Murali, Jonathan M. Baker, Ali cost for error mitigation. Phys. Rev. Javadi-Abhari, Frederic T. Chong, and Mar- Res., 3:033178, Aug 2021. DOI: garet Martonosi. Noise-adaptive compiler map- https:"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,weak,scaling-mention,3,"nge a state encoded by the noiseless circuit U but observable [45]. The method was applied successfully increases the number of gates in the circuit, scaling to mitigate variational ground state quantum simula- the noise. tions with IBM quantum computers [12, 24]. ZNE provides a very simple framework to mi"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,weak,scaling-mention,7,"of qubits Q = 4,6,8,10 and several circuit applications of ZNE and vnCDR show that imper- depths. We consider random quantum circuits con- fect noise scaling control does not preclude successful structed using the native gates of the trapped-ion error mitigation. Very importantly, training a model quantumc"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,weak,scaling-mention,10,"howthemean of this comparison in Appendix F. and maximal absolute errors of the mitigated observ- ablesoverthe28graphinstances. Weagainfind(asin When scaling the noise in our simulations we use thecaseofrandomquantumcircuits)thattheperfor- factors c = 2,3. To implement c = 2 we replace mance of the error m"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,weak,scaling-mention,13,"velopment (LDRD) program of LANL under project Thisisanissueparticularlyformethodsthatlackan- numbers 20190659PRD4 (Piotr C.) and 20210116DR alytical scaling guarantees, or when such guarantees (AA and Piotr. C). MC was supported by the U.S. onlyexistunderrestrictivenoiseassumptions. Inthis DepartmentofEne"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,weak,scaling-mention,15,"://doi.org/10.1088/1367-2630/ab784c. Zeng. Extending quantum probabilistic er- [40] John A. Smolin and David P. DiVincenzo. ror cancellation by noise scaling. Physi- Five two-bit quantum gates are sufficient to cal Review A, 104(5):052607, 2021. DOI: implement the quantum fredkin gate. Phys- https://doi.or"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,weak,scaling-mention,17,"r- than the dominant one. ator. Such an error produces a non-zero noise floor forθ ̸=0, whilepreservingtheorthogonalityofstates B.1 Proof of VD error scaling with the number corresponding to different sequences of the gate er- rors. For a circuit with G gates the noisy output ρ of state copies can be writt"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,yes,yes,weak,scaling-mention,20,"θ ,c λ ), (77) k 2Q Mmax,n j M M j 0 j 0 k=0 j=0 M=1 = X M (cid:18) M (cid:19) (1−λ)(M−k)Tr(ρM−k) (cid:18) λ (cid:19)k . and obtaining the same error scaling as in (76), since k 2Q for large enough M the error will always be dom- k=0 max (82) inated by the coherent mismatch. Noting that when M = k we are t"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,yes,yes,strong,sampling-cost,5,"he crease exponentiallywith the circuit fault rate (and thus number of fault locations in the circuit (and thus the the circuit size). This implies a sampling overhead of number of qubits and the circuit depth). Do note that C em 150 when λ = 5 and C em 104 when λ = 9, ∼ ∼ the fault-free probability is not the fidelity"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,yes,yes,strong,sampling-cost,8,"ete set of basis operations p U (cid:80) highfidelityPauligatestobeusedasourbasis ,the is discussed in Endo et al. (2018). With a sufficiently n {B } sampling overhead is still given by Eq. (16). large basis, we can decompose the ideal operation into Up to now we are using the basis set to cancel out the noisy componen"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,yes,yes,strong,sampling-cost,8,"of the coefficients α discussed in Temme et al. (2017) and Endo et al. (2018) n n inthisexpansioncanbenegative, whichmeans thatthis and its resultant sampling overhead is similar. However, decompositiondoesnotnecessarilycorrespondtoaprob- thisnoise-inversionimplementationrequiresinsertingad- abilistic mixture of physic"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,yes,yes,strong,sampling-cost,15,"sical copies. However, the sampling sampling overhead, similar to the difference between the cost in this case scale exponentially with the number of sampling overhead of direct and post-processing symme- qubits and thus may be difficult to scale beyond small tryverification(Sec.III.D).ForEV,theerror-mitigation system"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,yes,yes,strong,sampling-cost,15,"w h a o n v t er t i o fic m at e i a o s n ur ( e EV th ) e . T id o ea p l er s f t o a r t m e p E r V o- , C em ∼ Tr ρ2 − 2 . More generally, the sampling cost of VD/ESDscalesexponentiallyinthenumberofcopiesM jector ρ 0 = | ψ 0 ⟩⟨ ψ 0 | at the end of the circuit for post- (asTr ρM (cid:2) is (cid:3) exponential"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,yes,yes,strong,sampling-cost,23,"opy, which is related to the trace distance mitigated estimator and obtained two lower bounds on through the quantum Pinsker’s inequality D (ρ,σ) the sampling cost of QEM. Their first lower bound is for tr ≤ ln2 S(ρ σ)/2 (Hiai et al., 2008). It has been shown generic layered quantum circuits under a wide class of |"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,yes,yes,strong,sampling-cost,24,"rror cancellation (Cai, 2021a). As will (where ρ is assumed to be pure) and the corresponding 0 be discussed in Sec. V.C, QEM can be used to mitigate sampling overhead is given as: errors in the circuit compilation. Hence, it is possible to use one QEM method to mitigate these compilation er- C q 2. (55) em ∼ e−m rors,"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,yes,yes,strong,sampling-cost,26,"algorithm. Note cuitrun. Ifwearetryingtoremove(almost)allbiaslike that what we have discussed here is not a sheer compar- in fault-tolerant QEC, the sampling overhead of general ison between QEC and QEM, but more of a comparison QEMwillgrowexponentially withthecircuitsizeasdis- between a NISQ algorithm with the help o"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,yes,yes,strong,sampling-cost,32,"h component observable Oˆ is associated a. Exponential sampling overhead n withasamplingoverheadof K α 2. Sincethereare n=1| n | K of them, the total sampling overhead is As mentioned in Sec. II.D, if the component random (cid:80) variables Oˆ are obtained from measuring Pauli ob- n K { } servables on circuits sufferin"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,yes,yes,strong,exponential-overhead,5,"employed in the field of quan- tum error correction, is to model noise as discrete, prob- abilistic events named faults that can occur at the var- D. Exponential scaling of the sampling overhead ious locations in the circuit including gates, idling steps andmeasurements(Gottesman,2009;Terhal,2015). For We can perform"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,yes,yes,strong,exponential-overhead,5,"fault lo- need an exponential number of samples (C em = eβλ O cations, and the circuit fault rate is of the order of unity for some positive β). This exponential scaling of sample (cid:0) (cid:1) λ 1, then the number of faults occurring in a given overhead still applies when we consider error-mitigated cir ∼ cuit run"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,yes,yes,strong,circuit-overhead,15,"shadow tomography (Hu et al., 2022; achieve a high degree of purification with a lower qubit Huanget al.,2020;Seifet al.,2023). Thishastheadvan- and circuit overhead (Cai, 2021d). There is also a dif- tage that one may reuse a single copy of ρ rather than ference between these two approaches in terms of their usin"
