pdf_file,csv_paper,csv_rating,scan_candidate,match_tier,pattern_name,page,context_snippet
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,drift-mention,3,"mation). The transmon qubits15,32,38. distance-7 logical qubit lifetime is 291 ± 6 μs, exceeding the lifetimes of Finally, we test the sensitivity to drift. Using our 72-qubit proces- all the constituent physical qubits (median, 85 ± 7 μs; best, 119 ± 13 μs) sor, we measure the logical performance of one"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,drift-mention,3,"ibrate the processor to account for potential qubit fre- Equipped with below-threshold logical qubits, we can now probe the quency and readout signal drift. We observe an average Λ = 2.18 ± 0.07 sensitivity of logical error to various error mechanisms in this new (standard deviation) and best Λ = 2.31 ±"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,drift-mention,4,"odes are d = 3 (ref. 17) less sensitive to component-level fluctuations. Moreover, the logical 10–3 d = 5 10–2 error rates of experiments right after drift recalibration are not appre- ciably lower than those just prior, indicating that our logical qubit is 10–4 10–3 robust to the levels of qubit frequen"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,drift-mention,4,"are not appre- ciably lower than those just prior, indicating that our logical qubit is 10–4 10–3 robust to the levels of qubit frequency and readout drift present. These 10–5 results indicate that superconducting processors can remain stable 10–4 for the hours-long timescales required for large-scale fa"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,calibration-mention,3,"th local and correlated errors from CZ gates are the largest contributors to the error budget. Consequently, continuing to improve both coherence and calibration will be crucial to further reduce logical error. One potential source of excess correlations that we actively mitigate is leakage to higher excite"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,calibration-mention,3,"logical operation breakeven. forecasts defect frequencies of two-level systems (TLSs). This helps to avoid qubits coupling to TLSs during the initial calibration as well as for the duration of the experiments. Between every four experimental Logical error sensitivity runs, we recalibrate the processor to ac"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,calibration-mention,6,"ssical side, we must ensure that software elements including 35. Ofek, N. et al. Extending the lifetime of a quantum bit with error correction in our calibration protocols, real-time decoders and logical compilers superconducting circuits. Nature 536, 441–445 (2016). 36. Ni, Z. et al. Beating the break-even"
Acharya et al. - 2025 - Quantum error correction below the surface code threshold.pdf,Acharya et al. (Willow),yes,yes,weak,calibration-mention,8,"modelling and metrological tools that enabled the experiment, built the system, performed Data availability the calibrations and collected the data. The Google DeepMind and Google Quantum AI teams jointly developed the machine learning decoder used. All authors wrote an"
Amin et al. - 2023 - Quantum error mitigation in quantum annealing.pdf,Amin et al.,yes,partial,weak,calibration-mention,8,"e Advantage2 processor, with 232 flux qubits coupled in a one-dimensional periodic chain. At each temperature, coupling strength, and annealing time, calibration refinement was performed to homoge- nize coupler frustration, balance each qubit at zero mag- netization, and synchronize annealing schedules. The"
Amin et al. - 2023 - Quantum error mitigation in quantum annealing.pdf,Amin et al.,yes,partial,weak,calibration-mention,10,", M. Reis, T. M. Lanting, [40] KevinChern,KellyBoothby,JackRaymond,PauFarr´e, R.Harris,F.Altomare,K.Boothby,P.I.Bunyk,C.En- Andrew D. King, Tutorial: Calibration refinement in derud,A.Frechette,E.Hoskinson,N.Ladizinsky,T.Oh, quantum annealing, Frontiers in Computer Science 5 G.Poulin-Lamarre,C.Rich,Y.Sato,A"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,strong,recalibration,27,"-end quantum Thepolynomialextrapolation isbasedonthepolynomial processor. Control pulses for each quantum gate have model of degree d such that to be recalibrated and be applied for longer duration. Secondly, one can apply a technique called circuit fold- E(d) (λ)=c +c λ+⋯+c λd, (55) poly 0 1 d ing (Giurgica-"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,weak,calibration-mention,30,ubit gate coherent-error reduction; ∼ 5× average we have absorbed the unitary component into L ˆˆ. It was coherent-error reduction; ∼ 10× increase in calibration shown that window to one week of valid pulse calibration; ∼12× re- ductiongate-errorvariabilityacrossqubitsandovertime; m 1 ρ˜(T)=ρˆ(T)−∑ (ρˆ(T)−ρ
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,weak,calibration-mention,30,"absorbed the unitary component into L ˆˆ. It was coherent-error reduction; ∼ 10× increase in calibration shown that window to one week of valid pulse calibration; ∼12× re- ductiongate-errorvariabilityacrossqubitsandovertime; m 1 ρ˜(T)=ρˆ(T)−∑ (ρˆ(T)−ρˆ (T)), (60) and up to ∼ 9× reduction in single-qubit gat"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,weak,coherence-time,20,",sincetheadjacencymatrixofagraphisanat- 1996). However, current quantum processors have only uralfitasthesymmetricAmatrix. TheHafnianfunction limited coherence time and lack the capability to correct computesthenumberofperfectmatchingsofagraph,so errors that inevitably appear during the computation,"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,weak,coherence-time,26,"ofqubits treatment on quantum error mitigation, refer to (Endo (∼ 50−100) available. In addition, due to their noisy et al., 2020a). nature and short coherence time, one can only perform a restricted number of gate operations. In order to make maximal use of the currently available quantum 1. Zero-noise extrapola"
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,weak,coherence-time,26,operate at var- platform to keep pushing the performance quality such ious effective noise levels of a quantum processor. It is as gate fidelity and coherence time for a given hardware then extrapolated to an estimated value at a noiseless design constraints. The top-down approach means im- level. plies that one
Bharti - 2022 - Noisy intermediate-scale quantum algorithms.pdf,Bharti,na,yes,weak,coherence-time,63,"puter’s practical realization. In 1995, computers with more qubits, lesser error rates, Peter Shor established that by encoding quantum infor- longer coherence times, and more connectivity be- mationredundantlyusingextraqubits,onecouldcircum- tween the qubits will be one of the top priorities venttheeffectofnoise"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,na,partial,weak,hw-noise-mention,3,"rdinghowonecanincreasethenoisestrength, the original proposal stretches pulses used to imple- 2.1 Zero Noise Extrapolation ment gates to increase the hardware noise [45]. Nev- ZNE [45] uses noisy expectation values of an observ- ertheless,itisoftenmoreconvenienttoincreasenoise able of interest X obtained from the"
Bultrini et al. - 2023 - Unifying and benchmarking state-of-the-art quantum error mitigation techniques.pdf,Bultrini et al.,na,partial,weak,hw-noise-mention,3,"rapolationtothezeronoiselimit. scenario, one cannot experimentally access µ due to Furthermore, the best choice of the ansatz used to the presence of hardware noise. Instead, one mea- perform the extrapolation is not known a priori [17]. sures in the quantum computer the noisy observable Also, a controlled increa"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,7,"can be sam- thatareequivalenttotheidentityifoperatednoiselessly. pled, c.f. Appendix A.1, according to a Monte Carlo This is easier to implement and calibrate compared to procedure. In this review we formalise the method using the pulse-stretching method. However, while this will the superoperator represen"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,18,"strated numerically in Ru- bin et al. (2018) and experimentally in Smart and Mazz- θ⃗ in different QEM methods are obtained through dif- ferent noise calibration processes. However, we can also iotti (2020). obtain θ⃗ through learning-based methods (Czarnik et al., Of special interest for error-mitigation,"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,19,"pproximatethe thetrainingcircuitsforapplyinglearning-basedrescaling ideal expectation value: andshifting,itmaybemoreappropriatetoviewthemas the noise calibration circuits for performing probabilistic E (A) E (A)=θ +θ E(A). (48) 0 ≈ θ⃗ 0 1 errorcancellation(Sec.III.B)againstglobaldepolarising channelsorforas"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,19,"A by additions or replacements of some sub- set of gates. The parameters θ can be obtained as α 1 1 P ⃗n ⃗n Tr[Oρ ]= Tr[Oρ] − 0 Tr[O], through device calibration as discussed in Sec. III.B. On 0 P − P 2N 0 0 the other hand, we can also obtain θ via learning-based E0(P) E(P) methods (Strikis et al., 2021). A"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,20,"g the single-qubit gates tational tasks), then the training can be carried out at in the primary circuit with random single-qubit Clifford the device calibration stage and the training sampling and random single-qubit unitary, respectively (note that overhead may be omitted when considering a particu- C U a"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,21,21 a smaller training set usually also means a smaller sam- 1. Noise calibration overhead pling overhead for training. The relation between the sizeofthetrainingset T andtheperformanceofapply- In the previous sections when talk
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,21,eneral studies into the trade-off obtainingit. Nowletuslookmorecloselyintothecostof between them would be essential for different learning- the noise calibration for various types of QEM methods. based methods. So far we have only explicitly talked about learning- basedmethodsappliedtorescalingandshiftingth
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,21,"gation (Sec. III.C). These can all be be further discussed in the next section. doneinthedevicecalibrationstageandifthisisthecase, then ideally noise calibration is effectively free at the stage of applying QEM. However, fully correlated noise IV. COMPARISONS AND COMBINATIONS models are exponentially expens"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,21,"e been mentioned in Secs. III.B and III.C. More- over,deviceparameterscandriftintimeandthusroutine Inthelastsection,wehaveprovidedadetailedaccount re-calibration might be needed. In such a case, the noise of the individual QEM methods. In order to see the calibrationcostisnolongernegligibleattheQEMappli- co"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,21,"stsection,wehaveprovidedadetailedaccount re-calibration might be needed. In such a case, the noise of the individual QEM methods. In order to see the calibrationcostisnolongernegligibleattheQEMappli- connectionsanddifferencesamongthemmoreclearlyand cation stage and low-cost device calibration techniques pro"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,21,"order to see the calibrationcostisnolongernegligibleattheQEMappli- connectionsanddifferencesamongthemmoreclearlyand cation stage and low-cost device calibration techniques provide a discussion of their respective costs in a more would be essential [see e.g. Google Quantum AI and coherent framework, Cai (20"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,21,knownconstraintsontheout- servableofinterestrespondstochangesinthenoise put state like symmetry constraints (Sec. III.D) and pu- components that were calibrated in the last step. rity constraints (Sec. III.E). Their noise calibration will Combining both components will inform us about how measurethestrength
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,21,put state like symmetry constraints (Sec. III.D) and pu- components that were calibrated in the last step. rity constraints (Sec. III.E). Their noise calibration will Combining both components will inform us about how measurethestrengthofthenoisethatviolatesthesecon- the observable of interest changes due t
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,21,"oisethatviolatesthesecon- the observable of interest changes due to the presence straints, e.g. the fraction of the circuit runs that fail the of the calibrated noise components, and thus will enable symmetryverification. Inthesecases,bothnoisecalibra- us to construct an error-mitigated estimator protected"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,21,"Inthesecases,bothnoisecalibra- us to construct an error-mitigated estimator protected tion and response measurement involve measuring addi- from the calibrated noise components. We have already tional operators on the unmitigated noisy state. Hence, discussedsuchastructureforQEMmethodswhenintro- in some se"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,21,"s. We have already tional operators on the unmitigated noisy state. Hence, discussedsuchastructureforQEMmethodswhenintro- in some settings, the noise calibration can be performed ducingthelearning-basedmethods(Sec.III.H),therethe alongsideresponsemeasurementbysimplymeasuringad- noise calibration process is"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,21,"ngs, the noise calibration can be performed ducingthelearning-basedmethods(Sec.III.H),therethe alongsideresponsemeasurementbysimplymeasuringad- noise calibration process is simply the training process. ditionaloperatorswithoutadditionalcircuitruns(Bonet- Of course the division between noise calibration and"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,21,"- noise calibration process is simply the training process. ditionaloperatorswithoutadditionalcircuitruns(Bonet- Of course the division between noise calibration and re- Monroig et al., 2018; Cai, 2021b,c), which means the sponse measurement is not always clear-cut. For most noise calibration is essentially"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,21,"ion between noise calibration and re- Monroig et al., 2018; Cai, 2021b,c), which means the sponse measurement is not always clear-cut. For most noise calibration is essentially free. of the QEM methods that we have discussed, the error- mitigated estimator will be a linear combination of the resultsobtained"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,21,"n the pri- way to combine them (the weightings of each term) will mary circuit will affect our observable of interest, and be determined by the noise calibration. Treating QEM this class of QEM methods only target the error compo- as a two-stage process enables us to discuss the cost of nents that are damag"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,21,s only target the error compo- as a two-stage process enables us to discuss the cost of nents that are damaging to our observable. Methods like noise calibration and response measurement separately. subspace expansion (Sec. III.F) and N-representability
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,22,"- be the observable of interest or its components). For perimental constraints we need to adhere to (on things observable error mitigation, the noise calibration will be like qubit numbers, runtime and hardware error rate), dependentontheobservableofinterest. Hence,thenoise such that we can specify exact im"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,22,"t numbers, runtime and hardware error rate), dependentontheobservableofinterest. Hence,thenoise such that we can specify exact implementations of the calibration accuracy required is highly dependent on the two given QEM methods and deduce the corresponding problemswetrytosolveandthustheassociatedcosthas me"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,22,"cally for some As mentioned, learning-based methods(Sec. III.H) are canonical implementations. Hence, in most of the QEM a means to perform the noise calibration process using literaturementionedinthisreview,whentryingtoassess training circuits. Compared to the circuits used in the orcomparetheperformanceof"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,22,"not a good indicator of the are more specific to the primary circuit and hopefully general performance of a given QEM method, but this can reduce the calibration cost. For example, when try- can usually demonstrate key characteristics of the QEM ing to construct the training circuit, we can make use of meth"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,22,"ethecostsandperformanceof and usually hard to analytically quantify, just like the some canonical implementations of typical QEM meth- cost for noise calibration in observable error mitigation. odsinTableIV.Theintentionistocapturetheessential The categorisation of QEM methods above is mainly distinguishing"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,22,"ation of a given QEM method, we can state error mitigation. After our discussion of the noise also look into other general characteristics of the QEM calibration requirements above, we can now move onto method by viewing the process of QEM from another the more general comparisons between QEM methods perspe"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,22,we can now move onto method by viewing the process of QEM from another the more general comparisons between QEM methods perspective. beyond the noise calibration stage. 1. State discrimination 2. Mean square errors QEMallowsustobetterestimatetheexpectationval- ues of the various noisy states output from a n
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,25,"s, and the overall sampling over- Learning-basedmethodscanbeviewedasawaytoper- head is simply the product of the sampling overheads of form the noise calibration process rather than a stand- both stages of QEM. If we want to apply symmetry- or alone QEM method as mentioned in Sec. IV.A.1. Hence, purificatio"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,calibration-mention,25,"opofanotherQEMmethod, it can be easily combined with the other methods by re- we can simply view the base QEM method as a process placing their noise calibration process (Cai, 2021b; Lowe ofextractingerror-mitigatedstatesoutofthenoisystate et al., 2021), which we have mentioned above in several as discussed"
Cai et al. - 2023 - Quantum Error Mitigation.pdf,Cai et al.,partial,partial,weak,hw-noise-mention,9,"fthegatesin circuits to construct the basis and the authors numeri- thecircuithavedifferenterrorrates,aslongasthecircuit cally tested this using real hardware noise models. For faults follow a Poisson distribution (see Sec. II.C). More actual experiments, probabilistic error cancellation has generally, as first d"
Campbell et al. - 2023 - Superstaq Deep Optimization of Quantum Programs.pdf,Campbell et al.,no,partial,weak,calibration-mention,2,"the natural frequency of the target qubit. On IBM noise. Finally Section IV presents the star-to-line routing, a devices, the ω frequency is used to calibrate an entangling zx simple-but-effective technique that bridges the gap from low- gate. By applying this Hamiltonian in an echoed fashion with connecti"
Campbell et al. - 2023 - Superstaq Deep Optimization of Quantum Programs.pdf,Campbell et al.,no,partial,weak,calibration-mention,4,"tion for γ 0.25π,0.75π,π , future iterations of Superstaq will ∈ { } address this with custompulse-shaping of the CR, rather than relying on Qiskit’s calibration. B. Neutral Atom Gateset Here we discuss Superstaq’s compilation to Infleqtion’s Hilbert QPU, which has a native gateset comprising: • Two-qubit C"
Campbell et al. - 2023 - Superstaq Deep Optimization of Quantum Programs.pdf,Campbell et al.,no,partial,weak,calibration-mention,7,perstaq’s compilation MS greater differences at increased θ reductions. endpoint for AQT allows arbitrary unitary matrices to be MS assigned to pulse calibrations for the control hardware. D. “Bring-Your-Own” Gateset (BYOG) Superstaq will then assume the provided gate definitions Any benefit from optimizing
Campbell et al. - 2023 - Superstaq Deep Optimization of Quantum Programs.pdf,Campbell et al.,no,partial,weak,calibration-mention,7,to all of which may be different than they were yesterday. The higher-level systems by allowing for custom gate definitions experimenter can focus on calibrating out unwanted factors of arbitrary dimension. Moving beyond the two-level (qubit) (such as crosstalk [41] to spectator qubits or leakage out of sub
Chernyak et al. - 2026 - Classical Regularization in Variational Quantum Eigensolvers.pdf,Chernyak et al.,na,partial,weak,hw-noise-mention,3,"parseP- scanned λ values across multiple orders of magnitude, typi- 0 auliOp class. To isolate purely algorithmic behavior from cally in the interval hardware noise, each system was simulated under noiseless λ ∈{0.00,0.005,0.020,0.050,0.075,0.099, conditions using Qiskit’s StatevectorEstimator backend [17], 0 whi"
Cirstoiu et al. - 2023 - Volumetric Benchmarking of Error Mitigation with Qermit.pdf,Cirstoiu et al.,partial,partial,weak,calibration-mention,1,"odology for thequantumcomputingstack. Atthehardwarelevel, the benchmarking of error mitigation protocols. Our noise reduction may be achieved through calibration benchmarking experiments compare the accuracy of [3],dynamicaldecoupling[4],pulse-leveloptimisation operator expectation value calculations when a"
Cirstoiu et al. - 2023 - Volumetric Benchmarking of Error Mitigation with Qermit.pdf,Cirstoiu et al.,partial,partial,weak,calibration-mention,12,"a least-square optimisa- rors,inadditiontoalocaldepolarisingmodelwithpa- tion. For CDR, we distribute the total shot budget rameters corresponding to calibration results. Exact equally to each of the 21 required circuits; namely 20 valuesofthesepropertiescanbefoundinAppendixB. near-Clifford circuits, and 1"
Cirstoiu et al. - 2023 - Volumetric Benchmarking of Error Mitigation with Qermit.pdf,Cirstoiu et al.,partial,partial,weak,calibration-mention,15,"tigation than theoretical lower bounds as for in combination, and with additional bespoke device example derived in [23] or determined from classical calibration [47, 48]. In particular, for these combined noisy simulations [29]. Qualitatively, we found that methods the error mitigated estimates of magnetis"
Cirstoiu et al. - 2023 - Volumetric Benchmarking of Error Mitigation with Qermit.pdf,Cirstoiu et al.,partial,partial,weak,calibration-mention,16,htfulfeedback. Thiswork the results of the volumetric benchmarks change for wassupportedbyInnovateUKProjectNo: 10001712. the same device at different calibration times. This “Noise Analysis and Mitigation for Scalable Quan- wasnotpossibleinthecaseof ibm casablancaasthe tum Computation”. We acknowledge the u
Czarnik et al. - 2021 - Error mitigation with Clifford quantum-circuit data.pdf,Czarnik et al.,no,partial,weak,hw-noise-mention,1,"alLaboratory,LosAlamos,NM87545,USA. Achieving near-term quantum advantage will require accurate estimation of quantum observables despite significant hardware noise. For this purpose, we propose a novel, scalable error-mitigation method that applies to gate- based quantum computers. The method gen- erates trainin"
Czarnik et al. - 2021 - Error mitigation with Clifford quantum-circuit data.pdf,Czarnik et al.,no,partial,weak,hw-noise-mention,6,"ailin[43]. Thebinsare cuit depth our method can mitigate will be notably chosen to cover the whole spectrum of H. increased with modest reductions in hardware noise The expectation value he−iHti is obtained by mea- rates, reaching 24 rounds of 8-qubit QAOA. suring hσ X + iσ Y i on an ancilla qubit after apply- Fu"
Dutkiewicz et al. - 2025 - Error Mitigation and Circuit Division for Early Fault-Tolerant Quantum Phase Estimation.pdf,Dutkiewicz et al.,na,partial,weak,hw-noise-mention,15,"presence of depolarizingnoise global depolarizing noise with a known fixed error rate γ perapplicationoftheunitaryoracle,i.e.,U(cid:2)=U(cid:2)(GDN). Hardware noise in quantum devices can take many γ forms and some knowledge of the noise model is often ThiswillbelaterusedinSec.IVFtooptimizesurface- requiredinorde"
English et al. - 2025 - Ising on the donut Regimes of topological quantum error correction from statistical mechanics.pdf,English et al.,na,no,none,,,
Etim and Szefer - 2025 - Fault Injection Attacks on Machine Learning-based Quantum Computer Readout Error Correction.pdf,Etim & Szefer,na,partial,weak,drift-mention,1,"rustedclassicalinfras- logic. In practice, this readout step is noisy due to instrument tructure create new threat around the quantum processors [3], drift, amplifier noise, crosstalk, and state-preparation-and- [4], [5], [6]. Among existing security analysis of quantum measurement (SPAM) effects [7]. Fu"
Etim and Szefer - 2025 - Fault Injection Attacks on Machine Learning-based Quantum Computer Readout Error Correction.pdf,Etim & Szefer,na,partial,weak,calibration-mention,2,"nce, and its vulnerability to attacks, non-Gaussian noise, improving discrimination accuracy and consistentwithbroaderconcernsthatquantumworkloadsmay calibration robustness [1], [11]. For example, HERQULES runatoppartiallyuntrustedclassicalinfrastructure[3],[4],[5]. emphasizes hardware-efficient ML post-pro"
Etim and Szefer - 2025 - Fault Injection Attacks on Machine Learning-based Quantum Computer Readout Error Correction.pdf,Etim & Szefer,na,partial,weak,calibration-mention,6,"e-channel attacks [4], but not onthequantum-classicalinterfaceandcaninfluencedecoders, of fault injection. Our work is first to provide an empirical, calibration loops, and any downstream classical control that hardware-backed case study focused on fault-injection on a depends on measurement outcomes. In cl"
Faculty of Engineering Kampala International University Uganda and Njoki - 2024 - Statistical Challenges and Opportunities in Quantum Computing A Review.pdf,Njoki,na,no,none,,,
Filippov et al. - 2023 - Scalable tensor-network error mitigation for near-term quantum computing.pdf,Filippov et al. (2023),na,no,none,,,
Filippov et al. - 2024 - Scalability of quantum error mitigation techniques from utility to advantage.pdf,Filippov et al. (2024),yes,partial,weak,drift-mention,4,"ity of errors, which can be inferred from the repeated noise characterization experiments. This quantity enables us to evaluate how far the noise can drift from the initially learned parameters. Forexample,byavoidingthemostunstablequbitsinasuperconductingquantumprocessor,thenoisefluctuationscan be reduce"
Filippov et al. - 2024 - Scalability of quantum error mitigation techniques from utility to advantage.pdf,Filippov et al. (2024),yes,partial,weak,temporal-mention,4,niques in typical dense N ×L circuits under realistic (sparse Pauli-Lindblad) noise with the density of errors ε and standard deviation Θ in relative temporal fluctuations of the density of errors. Should the intersection A of causal cones for the observable and the nontrivial component of the initial state be smaller
Filippov et al. - 2024 - Scalability of quantum error mitigation techniques from utility to advantage.pdf,Filippov et al. (2024),yes,partial,weak,temporal-mention,4,"eseeable average error rate per qubit per layer ε=0.16% [27]. The lower bound on the sampling overhead is established in Ref. [6]. due to unavoidable temporal fluctuations in the qubit environment, e.g., because of the two-level fluctuators in superconductingquantumcomputers. Imprecisioninsinglequbitgatesandnon-Markovi"
